,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
10,aran5,oglasivaca,iphone 11 pro max u odlicnom stanju,Varaždinska,rabljeno,330,iphone 11 promax u odlicnom stanju doslovno bez ogrebotine. koristen od pocetka u zastitnoj maski i sa zastitnim staklom. znakovi upotrebe minimalno vidljivi baterija takodjer u odicnom stanju uredjaj star nekoliko god. 64 gb tamno zeleni. dajem uz njega i paket novih zastitnih stakala te ocuvane maske jer mi vise ne trebaju. uredjaj prodajem samo iz razloga jer sam dobila noviji model.,43462601,30.05.2024.,149
11,Gurugrul,oglasivaca,apple iphone 11 pro max 512gb prodajem,Grad Zagreb,rabljeno,450,prodajem uscuvan iphone 11 pro max 512gb black sa maskicom i kablom za punjenje. telefon bez ostecenja. kapacitet maksimalan baterije 84% na saljem postom zagreb dogovor oko isporuke.,43398748,28.05.2024.,522
12,delijadeli33,oglasivaca,iphone 11 pro max 256g,Splitsko-dalmatinska,rabljeno,250,mobitel jako ocuvan kao nov. na mobitelu sve radi dozvoljena svaka provjera baterija 75%,43867964,28.05.2024.,180
13,iMOBILE,trgovine,prodajem apple iphone 11 pro max sve mreze garancija,Vukovarsko-srijemska,rabljeno,399, imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 11 pro max 64gb kupljen kao slobodan uredjaj rabljeno baterija na 100% radi na sve mreze boja bijela uz mobitel ide kutija usb kabal sim iglica garancija 3mj. racun cijena 399 00 opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 981 478 098 911 6590,43837451,28.05.2024.,74
14,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 11 pro max 256gb razne boje garancija zamjena da 256 gb ,Splitsko-dalmatinska,rabljeno,515, sve na jednom mjestu mixshop prodaju se apple iphone 11 pro max mobiteli 256gb interna memorija 6.5 inca display 3969mah baterija koristeni uredjaji perfektno stanje kao novo originalna oprema uvijek na stanju razne boje crni bijeli zlatni zeleni tvornicki otkljucani na sve mreze garancija na sve nase uredjaje svi nasi uredjaji su eu europski modeli vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona radno vrijeme od ponedjeljka do petak 11 00 19 00h vikendom i blagdanima ne radimo osim po prethodnom telefonskom dogovoru mogucnost izlaska u susret za raniji ili kasniji dolazak van naseg radnog vremena takodjer po telefonskom dogovoru. vise od 15 godina sa vama sve na jednom mjestu mixshop. cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine apple iphone 11 series matte space gray crni crna matte silver bijeli bijela matte gold zlatni zlatna matte midnight green zeleni zelena boja256gb 256 gb 64gb 64,43168798,27.05.2024.,56
15,seba4b,oglasivaca,iphone 11 pro max 64 gb,Bjelovarsko-bilogorska,rabljeno,250,prodajem navedeni mobitel. zamjenjeno prednje staklo i baterija drzi cjeli dan uz mobitel dajem 2 kabla za punjenje i maskice slike slikane prednjom kamerom nisu ostre napuklo je kaljeno staklo ekran je citav,41401033,25.05.2024.,840
16,Alpha servis,trgovine,apple iphone 11 pro max 64gb rabljeno rate zamjena 2794,Osječko-baranjska,rabljeno,350,uredjaj apple iphone 11 pro max 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 82% mreze slobodan uredjaj cijena za gotovinu 350 00 cijena za kartice 390 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama pbz erste zagrebacke i american express banke do 12 rata te diners do 36 rata. u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,37360173,25.05.2024.,1809
17,Alpha servis,trgovine,apple iphone 11 pro max 64gb rabljeno rate zamjena 2460,Osječko-baranjska,rabljeno,350,uredjaj apple iphone 11 pro max 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 83% mreze slobodan uredjaj cijena za gotovinu 350 00 cijena za kartice 390 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama pbz erste zagrebacke i american express banke do 12 rata te diners do 36 rata. u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,37149662,25.05.2024.,1445
18,Alpha servis,trgovine,apple iphone 11 pro max 64gb rabljeno rate zamjena 2528,Osječko-baranjska,rabljeno,350,uredjaj apple iphone 11 pro max 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 83% mreze slobodan uredjaj cijena za gotovinu 350 00 cijena za kartice 390 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,37149625,25.05.2024.,2381
19,Alpha servis,trgovine,apple iphone 11 pro max 64gb rabljeno rate zamjena 2715,Osječko-baranjska,rabljeno,350,uredjaj apple iphone 11 pro max 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 82% mreze slobodan uredjaj cijena za gotovinu 350 00 cijena za kartice 390 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,33319344,25.05.2024.,3150
20,lauraivancico,oglasivaca,iphone 11 pro max,Istarska,rabljeno,250,koristen ali radi idalje odlicno 256 gb jedina mana je sto ima pukotinu na zadnjoj strani ne vidi se s maskicom ,43842838,25.05.2024.,111
21,gogsr999,oglasivaca,iphone 11 pro max,Vukovarsko-srijemska,rabljeno,299,prodajem mob bez vidljivih tragova koristenja odlicno ocuvan,43842404,25.05.2024.,39
22,re-am,oglasivaca,iphone 11 pro max 256 gb space gray,Grad Zagreb,rabljeno,330,odlicno ocuvan uz mobitel dajem brzi punjac slusalice dvije maskice i kutiju. bez vidljiv tragova koristenja. zdravlje baterije 78% sve je potpuno ispravno primopredaja zg ne saljem postom. sms poziv whatsapp,43837053,24.05.2024.,1515
23,alenbesic535,oglasivaca,prodajem apple iphone 11 pro max gold 64gb,Grad Zagreb,rabljeno,350,prodajem apple iphone 11 pro max gold 64gb mobitel je doslovno kao novi bez tragova koristenja zdravlje baterije je na 89% kutija racun moguca je zamjena za skuplje jeftinije uz moju li vasu nadoplatu cjena nije fiksna za ozbiljnog kupca,43833159,23.05.2024.,49
24,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 11 pro max 64gb razne boje garancija zamjena da 64 gb ,Splitsko-dalmatinska,rabljeno,465, sve na jednom mjestu mixshop prodaju se apple iphone 11 pro max mobiteli 64gb interna memorija 6.5 inca display 3969mah baterija koristeni uredjaji perfektno stanje kao novo originalna oprema uvijek na stanju razne boje crni bijeli zlatni zeleni tvornicki otkljucani na sve mreze garancija na sve nase uredjaje svi nasi uredjaji su eu europski modeli vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona radno vrijeme od ponedjeljka do petak 11 00 19 00h vikendom i blagdanima ne radimo osim po prethodnom telefonskom dogovoru mogucnost izlaska u susret za raniji ili kasniji dolazak van naseg radnog vremena takodjer po telefonskom dogovoru. vise od 15 godina sa vama sve na jednom mjestu mixshop. cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine apple iphone 11 series matte space gray crni crna matte silver bijeli bijela matte gold zlatni zlatna matte midnight green zeleni zelena boja256gb 256 gb 64gb 64,43168799,23.05.2024.,49
25,NoaBrdar,oglasivaca,iphone 11 pro max,Grad Zagreb,rabljeno,300,prodajem iphone 11 pro max kaljeno staklo od prvog dana nista razbijeno na njemu. baterija na 80% uz mobitel jos pet maskica i brzi punjac,43802979,22.05.2024.,144
26,matija20081996,oglasivaca,iphone 11 pro max 10 10,Grad Zagreb,rabljeno,270,iphone 11 pro max 64gb gold stanje 10 10 bez ogrebotina po ekranu zdravlje baterije 82% face id i sve ostalo radi kutija punjac i kabel. 270 zamjene iskljucene,43799341,22.05.2024.,229
27,Zeko288,oglasivaca,iphone 11 pro max,Zagrebačka,rabljeno,350,super stanje promijenjena baterija kod servisera . 256gb dvije maskice kaljeno staklo kutija i racun,41693355,22.05.2024.,522
28,igor1803,oglasivaca,iphone 11 pro max 256 gb,Grad Zagreb,rabljeno,370,256 gb midnight green zdravlje baterije 77% ocuvan uvijek u masci i staklu. prednje staklo nema ni jednu ogrebotinu jer sam uvijek imao zastitno staklo. dolazi u original kutiji s original punjacem i slusalicama kao na slikama. prodajem ga jer sam kupio novi. na poklon dajem maske po izboru. nisam za zamjene.,42936893,21.05.2024.,1297
29,zare6,oglasivaca,iphone 11 pro max 256 gb,Grad Zagreb,rabljeno,500,prodajem koristeni iphone pro max 256 gb u space gray boji u vrhunskom stanju bez ikakvih ostecenja ili ogrebotina nikad nije pao na pod . mobitel ima s prednje i straznje strane zastitu ima zastitu na kameri i cijelo vrijeme je u zastitnoj masci. zdravlje baterije je na 100%. uz njega dolazi originalni punjac slusalice kutija i zastitna maska. za sve upite slobodno se javite.,39685433,20.05.2024.,2472
30,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 11 pro max 256gb razne boje garancija zamjena da 256 gb ,Splitsko-dalmatinska,rabljeno,515, sve na jednom mjestu mixshop prodaju se apple iphone 11 pro max mobiteli 256gb interna memorija 6.5 inca display 3969mah baterija koristeni uredjaji perfektno stanje kao novo originalna oprema uvijek na stanju razne boje crni bijeli zlatni zeleni tvornicki otkljucani na sve mreze garancija na sve nase uredjaje svi nasi uredjaji su eu europski modeli vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona radno vrijeme od ponedjeljka do petak 11 00 19 00h vikendom i blagdanima ne radimo osim po prethodnom telefonskom dogovoru mogucnost izlaska u susret za raniji ili kasniji dolazak van naseg radnog vremena takodjer po telefonskom dogovoru. vise od 15 godina sa vama sve na jednom mjestu mixshop. cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine apple iphone 11 series matte space gray crni crna matte silver bijeli bijela matte gold zlatni zlatna matte midnight green zeleni zelena boja256gb 256 gb 64gb 64,43160195,20.05.2024.,54
31,Schumy123,oglasivaca,apple iphone 11 pro max space gray 64gb,Grad Zagreb,rabljeno,320,prodajem apple iphone 11 pro max koji je maksimalno ocuvan. od prvog dana u maski i sa zastitnim staklom. nema nikakvih ostecenja. baterija na 84% maksimalnog kapaciteta.,42977995,19.05.2024.,751
32,joca021,oglasivaca,iphone 11 pro max 256 gb,Splitsko-dalmatinska,rabljeno,380,iphone 11 pro max ocuvan 256 mb memorija.,41530923,19.05.2024.,237
33,Carrington,oglasivaca,iphone 11 pro max 256gb midnight green,Zagrebačka,rabljeno,310,prodajem uredjaj apple iphone 11 pro max memorija 256gb boja midnight green baterija 86% dolazi s originalnom kutijom i slusalicama bez punjaca i kabla za punjenje . tvornicki otkljucan na sve mreze. uz uredjaj poklanjam maskicu. stanje u uredjaja 10 10 potpuno ispravan bez ikakvih ostecenja ili tragova koristenja. koristen u zastitnoj maskici i sa zastitnim staklom na ekranu trenutno na zaslonu za vise informacija ili dogovor oko kupovine kontaktirajte me putem njuskalo poruke ili whatsapp poruke na broj 099 4753860.,43325717,17.05.2024.,832
34,ficho777,oglasivaca,iphone 11 pro max 256 gb,Grad Zagreb,rabljeno,320,prodajem iphone 11 pro max 256 gb u odlicnom stanju. nema kutije od uredjaja.,43463773,17.05.2024.,841
35,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 11 pro max 64gb razne boje garancija zamjena da 64 gb ,Splitsko-dalmatinska,rabljeno,465, sve na jednom mjestu mixshop prodaju se apple iphone 11 pro max mobiteli 64gb interna memorija 6.5 inca display 3969mah baterija koristeni uredjaji perfektno stanje kao novo originalna oprema uvijek na stanju razne boje crni bijeli zlatni zeleni tvornicki otkljucani na sve mreze garancija na sve nase uredjaje svi nasi uredjaji su eu europski modeli vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona radno vrijeme od ponedjeljka do petak 11 00 19 00h vikendom i blagdanima ne radimo osim po prethodnom telefonskom dogovoru mogucnost izlaska u susret za raniji ili kasniji dolazak van naseg radnog vremena takodjer po telefonskom dogovoru. vise od 15 godina sa vama sve na jednom mjestu mixshop. cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine apple iphone 11 series matte space gray crni crna matte silver bijeli bijela matte gold zlatni zlatna matte midnight green zeleni zelena boja256gb 256 gb 64gb 64,43160196,16.05.2024.,42
36,marko_vr,oglasivaca,iphone 11 pro max 64gb rabljeni kao nov,Grad Zagreb,rabljeno,300,zbog neozbiljnosti kupca dostupan od 08.04.2024 prodajem iphone 11 pro max sa 64 gb memorije. potpuno ocuvan kao sto se vidi prema slikama mobitel nikada nije bio na popravku. uz mobitel dolazi originalna kutija punjac i racun poklanjam i maskicu uz mobitel. zdravlje baterije 79% bez zamjena.,42847060,15.05.2024.,2125
37,susljez,oglasivaca,iphone 11 pro max 256 gb,Karlovačka,rabljeno,350, iphone 11 pro max memorija 256 gb boja space gray kapacitet baterije 87% starost uredjaja cca 4 godine stanje 10 10 bez vidljivih ili nevidljivih ostecenja uvijek nosen u maskici i zastitnom staklu na ekranu i kamerama na mobitelu sve radi uredno uz mobitel ide kutija slusalice kabel i punjac cijena nije fiksna,43724460,13.05.2024.,67
38,svenswansea,oglasivaca,iphone 11 pro max space grey,Grad Zagreb,rabljeno,275,mobitel je u odlicnom stanju. uz mobitel dolazi i kutija. zdravlje baterije je 82%,43720936,13.05.2024.,871
39,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 11 pro max 256gb razne boje garancija zamjena da 256 gb ,Splitsko-dalmatinska,rabljeno,515, sve na jednom mjestu mixshop prodaju se apple iphone 11 pro max mobiteli 256gb interna memorija 6.5 inca display 3969mah baterija koristeni uredjaji perfektno stanje kao novo originalna oprema uvijek na stanju razne boje crni bijeli zlatni zeleni tvornicki otkljucani na sve mreze garancija na sve nase uredjaje svi nasi uredjaji su eu europski modeli vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona radno vrijeme od ponedjeljka do petak 11 00 19 00h vikendom i blagdanima ne radimo osim po prethodnom telefonskom dogovoru mogucnost izlaska u susret za raniji ili kasniji dolazak van naseg radnog vremena takodjer po telefonskom dogovoru. vise od 15 godina sa vama sve na jednom mjestu mixshop. cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine apple iphone 11 series matte space gray crni crna matte silver bijeli bijela matte gold zlatni zlatna matte midnight green zeleni zelena boja256gb 256 gb 64gb 64,43280797,13.05.2024.,68
40,drazendurinic,oglasivaca,iphone 11 pro max space grey 256 gb,Grad Zagreb,rabljeno,500,iphone 11 pro max space grey 256 gb rabljeno bez ogrebotina i ostecenja,39913595,08.05.2024.,4144
41,leonodo,oglasivaca,iphone 11 pro max 256gb,Osječko-baranjska,rabljeno,333,prodajem apple iphone 11 pro max 256gb midnight green. 85% battery health. odlicno stanje mobitela bez tragova koristenja. skroz u maskici i s kaljenim staklom. na poklon sve maskice sa slike te kozni flip flop case. bez zamjena.,42322303,07.05.2024.,462
42,Rmx,oglasivaca,iphone 11 pro max 256gb rose gold,Grad Zagreb,rabljeno,350,prodaje se iphone 11 pro max 256gb rose gold boja. mobitel je sacuvan gotovo da se i ne vidi tragovi koristenja.,43093212,07.05.2024.,632
43,zmucko,oglasivaca,iphone 11 pro max 256 gb space gray,Grad Zagreb,rabljeno,280,iphone 11 pro max 256 gb space gray kapacitet baterije je 83%. vide se sitni tragovi koristenja na ekranu. opcija 280 eur bez punjaca i kabla.,43352713,07.05.2024.,622
44,mr_jose,oglasivaca,iphone 11 pro max,Grad Zagreb,rabljeno,150,iphone 11 pro max zakljucan nemam pristup icloudu ima malo napuknuce na donjem lijevom dijelu ekrana ali povrsno ne smeta pri radu.,42630532,03.05.2024.,2289
45,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",trgovine,apple iphone 11 pro max 256gb space gray rabljen kap. bat. 91% ,Istarska,rabljeno,350,apple iphone 11 pro max 256gb space gray rabljen kap. bat. 91% detaljni opis artikla dostupan na nasem webshop u https ab mobiteli.com products apple iphone 11 pro max 256gb space gray rabljen kap bat 91 variant 47253656764759,42218081,07.12.2023.,364
