,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
10,sanctanimus,oglasivaca,iphone 11 pro max 64gb,Splitsko-dalmatinska,rabljeno,350,prodajem iphone 11 pro max od 64gb midnight green boje. mobitel izuzetno ocuvan bez ikakve ogrebotine na ekranu ili kucistu. sve uredno radi ukljucujuci face id. zdravlje baterije na 87% kao sto se moze vidjet sa zadnje slike baterija uredno izdrzi cijeli dan a nekad i po dan ipo. uz njega se dobije punjac maskica i orginalna kutija. mobitel je resetiran na tvornicke postavke. posjedujem i racun.,42211968,30.12.2023.,145
11,ZGpepo,oglasivaca,iphone 11 pro max 64gb space gray,Grad Zagreb,rabljeno,300,prodajem apple iphone 11 pro max 64 gb sive boje otkljucan na sve mreze. dolazi sa svojom kutijom i kablom za punjenje. mobitel je odlicno ocuvan sitni tragovi koristenja. zdravlje baterije je na 79%. cijena 300 091 520 5606,42403039,30.12.2023.,157
12,Bruda1,oglasivaca,iphone 11 pro max midnight green 256gb,Grad Zagreb,rabljeno,400,prodajem iphone 11 pro max midnight green 256gb mobitelj je u ispravnom stanju. sve radi i bez tragova koristenja. ocuvan je maksimalno. od prvog dana u maskici i kaljanom staklu. bez zamjena. molim samo pozive.,42394892,29.12.2023.,207
13,hodakm14,oglasivaca,iphone 11 pro max 256gb gold,Grad Zagreb,rabljeno,400,prodajem iphone 11 pro max 256gb gold zlatni koristen 2 godine u odlicnom stanju bez ostecenja kao sto je vidljivo na slikama. uz mobitel dajem kabel za punjac slusalice i maskice sa slike. zdravlje baterije 82% traje bez problema cijeli dan. otvoren za sve mreze. razlog prodaje je kupnja novog modela. lokacija sesvete zg ali moguce je i slanje po dogovoru. za vise informacija se javite na kontakt 099 889 5528 mateja,42389434,28.12.2023.,232
14,miha302,oglasivaca,iphone 11 pro max 256gb,Grad Zagreb,rabljeno,360,prodajem iphone 11 pro max space gray. mobitel je u odlicnom stanju i radi kao prvoga dana. kupljen 2019. u istyle u. kapacitet baterije je 86% i kolicina memorije 256gb. nosen sa zastitnom maskom i stakalcem cijelo vrijeme a uz njega poklanjam i novi tempered glass. moze se doci pogledati uzivo.,41789622,27.12.2023.,2632
15,zalagaonice.eu,trgovine,iphone 11 pro max 64gb,Požeško-slavonska,rabljeno,449,sve mreze stanje odlicno zdravlje baterije 80% zalagaonica nova gradiska strossmayerova 4 035 625 999 zalagaonica pozega njemacka 19 034 622 134 pratite nas i na facebooku obratite nam se za dodatne informacije mogucnost slanja mogucnost izdavanja r1 racuna,42194377,27.12.2023.,107
16,mf01,oglasivaca,iphone 11 pro max 64gb,Grad Zagreb,rabljeno,300,prodajem iphone 11 pro max 64gb stanje 9 10 mobitel kupljen u americi radi bez greske. uvijek koristen sa maskom i kaljenim staklom. uz mobitel dolazi punjac i maska. zdravlje baterije 76% cijena nije fiksna. preuzimanje u zagrebu ili osijeku.,42325810,27.12.2023.,812
17,domirider,oglasivaca,iphone 11 pro max 64 gb kao nov,Grad Zagreb,rabljeno,320,prodajem navedeni mobitel u savrsenom stanju. sve radi perfektno i nema niti jedne crtice na sebi. uz njega kutija kabel punjaca i 2 maskice. primopredaja zagreb varazdin cakovec. kontakt 098 919 6795,42381949,27.12.2023.,280
18,Bushido1608,oglasivaca,apple iphone 11 pro max 256 gb,Splitsko-dalmatinska,rabljeno,400,prodajem iphone 11 pro max 256 gb.mobitel u top stanju bez ijedne ogrebotine.zdravlje baterije 84 posto.mobitel dolazi sa punjacem kutijom maskicama i zastitnim staklom.,42293863,25.12.2023.,108
19,dstipic,oglasivaca,iphone 11 pro max 256gb silver,Virovitičko-podravska,rabljeno,370,telefon u stanju 9 10 gotovo bez ikakvih tragova koristenja. kutija. sve u tvornickom stanju i ispravno nista nije mijenjano zdravlje baterije na 76%.,42363874,25.12.2023.,92
20,domirider,oglasivaca,iphone 11 pro max 64 gb kao nov,Međimurska,rabljeno,320,prodajem navedeni mobitel u savrsenom stanju. sve radi perfektno i nema niti jedne crtice na sebi. uz njega kutija kabel punjaca i 2 maskice. primopredaja zagreb varazdin cakovec. kontakt 098 919 6795,42359830,24.12.2023.,73
21,Krampus_os,oglasivaca,iphone 11 pro max,Osječko-baranjska,rabljeno,270,prodajem navedeni mobitel. ostecena zadnja strana. ostalo u perfektnom stanju. uz mobitel ide kutija kabal za punjenje i slusalice.,42359325,24.12.2023.,110
22,Alpha servis,trgovine,apple iphone 11 pro max 64gb rabljeno rate zamjena 2011,Osječko-baranjska,rabljeno,420,uredjaj apple iphone 11 pro max 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 82% mreze slobodan uredjaj cijena za gotovinu 420 00 cijena za kartice 470 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama pbz erste zagrebacke i american express banke do 12 rata te diners do 36 rata. u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,37149662,23.12.2023.,981
23,Alpha servis,trgovine,apple iphone 11 pro max 64gb rabljeno rate zamjena 2043,Osječko-baranjska,rabljeno,420,uredjaj apple iphone 11 pro max 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 87% mreze slobodan uredjaj cijena za gotovinu 420 00 cijena za kartice 470 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,30188130,23.12.2023.,3944
24,Alpha servis,trgovine,apple iphone 11 pro max 64gb rabljeno rate zamjena 2090,Osječko-baranjska,rabljeno,420,uredjaj apple iphone 11 pro max 64gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 86% mreze slobodan uredjaj cijena za gotovinu 420 00 cijena za kartice 470 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,37149625,23.12.2023.,1717
25,Aplikacija_Vinkovci,trgovine,apple iphone 11 pro max 87%,Vukovarsko-srijemska,rabljeno,350,jamstvo 3 mjeseca stanje uredjaja rabljeno boja na upit opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste i zagrebace banke do 12 rata navedene cijene su iskljucivo za gotovinsko placanje moguce zamjene za skuplje i jeftinije izdavanje r1 racuna zastitna stakla 7 00 uv zastitna stakla 20 00 silikonske maske 6 00 preklopne torbice 10 00 obratite nam se za vise informacija 098 423 074 facebook.com aplikacijavk instagramcom aplikacija vinkovci dostava i nacin placanja placanje pri preuzimanju pouzecem uplata preko racuna osobno preuzimanje u poslovnici u vinkovcima aplikacija vinkovci,35853387,21.12.2023.,2376
26,igor71,oglasivaca,iphone 11 pro 64 gb,Istarska,rabljeno,350,sve radi . baterija 78 % . face id radi kompletno funkcionalan.,42342342,21.12.2023.,64
27,Fabijan_P,oglasivaca,iphone 11 pro max 256 gb,Grad Zagreb,rabljeno,320,potpuno ispravan uscuvan bez ogrebotina od prvog dana u maskici. zdravlje baterije je 72% ali sasvim solidno izdrzi jedan dan uz prosjecnu potrosnju kao na fotografiji. dolazi sa maskom kutijom ispravljacem i kabelom. https www.gsmarena.com apple iphone xs max review 1829.php,42270918,21.12.2023.,941
28,ivana3005m,oglasivaca,iphone 11 pro max 256 gb bez tragova koristenja,Splitsko-dalmatinska,rabljeno,600,mobitel je u izvrsnom stanju nema ogrebotine i jako je ocuvan kao nov. baterija je promijenjena u ovlastenoj apple trgovini prije 2 mjeseca imam racun . memorija je 256 gb i uz mob ide maska i kabel za punjenje.,42332034,20.12.2023.,51
29,leonodo,oglasivaca,iphone 11 pro max 256gb,Osječko-baranjska,rabljeno,450,prodajem apple iphone 11 pro max 256gb midnight green. 85% battery health. odlicno stanje mobitela bez tragova koristenja. skroz u maskici i s kaljenim staklom. na poklon sve maskice sa slike te kozni flip flop case.,42322303,18.12.2023.,63
30,srejo,oglasivaca,iphone,Međimurska,rabljeno,260,ocuvan baterija 84%,41629683,18.12.2023.,267
31,AnjaStefan,oglasivaca,iphone 11 pro max 256 gb,Primorsko-goranska,rabljeno,370,prodajem iphone 11 pro max 256 gb. stanje baterije 84% mobitel je jako ocuvan bez vidljivih ostecenja. uz njega poklanjam i maskicu,42318719,18.12.2023.,93
32,lesk6,oglasivaca,iphone 11 pro max 64gb,Istarska,rabljeno,300,super stanje sve funkcije rade 100% face id bateria 80% kutija kab l iphone. cijena je fiksna,42298260,17.12.2023.,245
33,VWVIIR,oglasivaca,iphone 11 pro max 64gb,Primorsko-goranska,rabljeno,250,iphone 11 pro max sa 64gb jako dobro ocuvan cist i uredan molim provjerite slike ekrana vidljive su tri manje ogrebotine koje se ne vide prilikom upotrebe i ne ometaju osjetljivost ekrana. baterija ima 79% health stanje.,42298214,17.12.2023.,604
34,Lukaalukaa,oglasivaca,iphone 11 pro max 64gb,Grad Zagreb,rabljeno,310,iphone 11 pro max battery 79% bez ikakvog ostecenja dolazi u originalnoj kutiji uz mobitel dolazi prozirna maskica i kaljamo staklo moguce preuzimanje samo uzivo u zagrebu rijeci i istri,41401141,16.12.2023.,512
35,msmo3,oglasivaca,iphone 11 pro max u super stanju,Grad Zagreb,rabljeno,300,apple iphone 11 pro max 64gb 82% zdravlje baterije space gray 64 gb. ocuvan bez ikakvih tragova koristenja baterija drzi cijeli dan bez problema. na uredaju sve uredno radi otvoren na sve mreze face id itd... na poklon 2x kaljeno staklo novo maskice. uz mob dolazi ogrinal kutija racun kabel punjac te slusalice javiti se na broj 0919725372 iskljucivo poruke jer se radi posla ne mogu javit ili na mail ssmogor333 gmail.com,41662899,15.12.2023.,1523
36,Max_what,oglasivaca,iphone 11 pro max savrseno ocuvan 10 10,Grad Zagreb,rabljeno,450,gold verzija 64 gb. mobitel izgleda brutalno izvana. prodajem iphone 11 pro max star je oko 3 godine. zdravlje baterije 89% kao sto se vidi na slikama. mobitel sam ekstra pazio i mazio fizicki besprijekoran u kaljenom staklu i maskici oduvijek pa tako i danas. sve najnormalnije radi kao i prvog dana te nema apsolutno nikakvih problema i mana. dakle jedino sto je nedostatak je cinjenica da nije novi no sve ostalo kao novo. uz mobitel dolazi njegova originalna kutija dvije maskice novo kaljeno staklo kao rezerva.,42066310,15.12.2023.,908
37,g242,oglasivaca,iphone 11 promax 64gb midnight green,Grad Zagreb,rabljeno,300,odlicno stanje star 2.5god uvijek u maskici i s zastitom ekrana.stanje vidljivo na fotografijama. 098887503,42269560,13.12.2023.,255
38,wpz,oglasivaca,iphone 11pro max silver 74gb,Požeško-slavonska,rabljeno,370,stanje 10 10 bez tragova koristenja doslovno nov. od prvog dana s maskicom i kaljenim staklom. originalna ambalaza. uz mobite ide brzi punjac kaljeno staklo novo na njemu. gratis maskice.,41475953,12.12.2023.,305
39,lara04,oglasivaca,iphone 11 pro max 64gb,Grad Zagreb,rabljeno,270,prodajem iphone 11pro max 64gb.mobitel uscuvan potpuno ispravan vidljivi tragovi koristenja.,42029627,09.12.2023.,881
40,Tea098,oglasivaca,iphone 11 pro max 256gb,Međimurska,rabljeno,350,prodajem iphone 11 pro max u odlicnom stanju od kupnje telefona na njemu je zastitno kaljeno staklo i maskica stanje 9.8 10 baterija 81% dolazi bez kutije uz telefon ide kabel i adapter javite se na mail ili porukom posto gdje radim imam problem sa signalom granica hr i slo slike u prilogu ,41931077,09.12.2023.,411
41,drazendurinic,oglasivaca,iphone 11 pro max space grey 256 gb,Grad Zagreb,rabljeno,500,iphone 11 pro max space grey 256 gb rabljeno bez ogrebotina i ostecenja,39913595,08.12.2023.,3037
42,dean3471,oglasivaca,iphone 11 pro max 256 gb,Grad Zagreb,rabljeno,390,prodajem iphone 11 pro max 256 gb u odlicnom stanju bez ogrebotina. zdravlje baterije je 82%. uz njega poklanjam 2 nova zastitna stakla i 3 maskice.,41916487,07.12.2023.,1087
43,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",trgovine,apple iphone 11 pro max 256gb space gray rabljen kap. bat. 91% ,Istarska,rabljeno,350,apple iphone 11 pro max 256gb space gray rabljen kap. bat. 91% detaljni opis artikla dostupan na nasem webshop u https ab mobiteli.com products apple iphone 11 pro max 256gb space gray rabljen kap bat 91 variant 47253656764759,42218081,07.12.2023.,99
44,boks7,oglasivaca,iphone 11 pro max 64gb,Zagrebačka,rabljeno,210,prodajem iphone 11 pro max 64gb prednje staklo puknulo lcd radi. zdravlje baterije 79%. uz uredjaj ide racun i original kutija sa punjacem.,42216000,06.12.2023.,518
45,LjuboPO,oglasivaca,iphone 11 pro max 256 gb,Grad Zagreb,rabljeno,400,iphone 11 pro max 256 gb u odlicnom stanju ,42198950,04.12.2023.,279
46,alabanda,oglasivaca,iphone 11 pro max 64gb,Grad Zagreb,rabljeno,299,iphone u odlicnom stanju sa par znakova koristenja na zaslonu. 77% uz mobitel punjac kabel kutiju slusalice. tvornicki otkljucan icloud,40497270,01.12.2023.,1016
