,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
22,Prodajahit,oglasivaca,apple iphone 12 pro max ispravan ocuvan top 10 10,Osječko-baranjska,rabljeno,550,top 10 od 10. model 128 gb. drzi cijeli dan baterija zdravlje 85%. na sve mreze radi. info na 091 734 88 09,41718177,09.01.2024.,619
23,ncursed,oglasivaca,iphone 12 pro max white 256gb,Grad Zagreb,rabljeno,500,iphone in good condition was in use for about 3 years. battery capacity 83% i was using cases all the time front and back glass is in perfect condition. please write in whatsapp iphone u dobrom stanju koristen oko 3 godine. kapacitet baterije 83% stalno sam koristio kutije prednje i straznje staklo je u savrsenom stanju. pisite u whatsapp ,42477357,09.01.2024.,309
24,prava_njuska,oglasivaca,iphone 12 pro max 128gb,Istarska,rabljeno,465,u odlicnom stanju. baterija 89%. garancija istekla. ne saljem postom. bez zamjene. plave boje.,40113511,09.01.2024.,238
25,wid2402,oglasivaca,iphone 12 pro max 128gb,Zagrebačka,rabljeno,650,prodajem iphone 12 pro max 128 gb graphite boja. mobitel je star cca 2.5 godine kupljen u t comu. u odlicnom je stanju bez ostecenja. uz mobitel dolazi kutija usb to lightning kabel bez power adaptera slusalice i ringke fusion prozirna maskica. na mobitelu je sve ispravno i radi bez greske. bez zamjena. mobitel je moguce osobno pogledati i preuzeti prema dogovoru u zagrebu ili jastrebarskom. cijena uredjaja sa svim gore navedenim iznosi 650 00 eur,42244913,09.01.2024.,450
26,Tooomos,oglasivaca,iphon 12 pro max 256 gb,Koprivničko-križevačka,rabljeno,450,prodajem iphone 12 pro max 256gb graphite od prvoga dana maskica i kaljeno staklo stanje 9 5 10 jedna kamera ostecena ali nema razlike u slikanju uz mobitel kutija i org iphone punjac 450 ,42476533,09.01.2024.,30
27,ivi-zg,oglasivaca,apple iphone 12 pro max 128gb gold stanje 10 10 ,Grad Zagreb,rabljeno,480,prodajem apple iphone 12 pro max 128gb u perfektnom stanju bez ijedne tockice na sebi znaci stanje nov baterija 87% poklon original apple maskica.,42199130,09.01.2024.,1324
28,Ana_mm,oglasivaca,iphone 12 pro max 256gb graphite stanje top baterija 86% zamjena ,Splitsko-dalmatinska,rabljeno,575,iphone 12 pro max 256gb graphite stanje top baterija 86% radi na sve mreze sva oprema plus maskica moguca zamjena 575 0917896654,42055103,09.01.2024.,324
29,Ana_mm,oglasivaca,iphone 12 pro max graphite 128gb baterija 87% zamjena ,Splitsko-dalmatinska,rabljeno,555,iphone 12 pro max graphite 128gb stanje top baterija 87% radi na sve mreze sva oprema plus kaljeno staklo moguca zamjena 555 0917896654,42055083,09.01.2024.,291
30,rsimon4,oglasivaca,iphone 12 pro max,Zagrebačka,rabljeno,490,prodajem iphone 12 pro max bijeli 128 gb kupljen u 12 mjesecu 2021 stanje baterije 85% sve ispravno u dobrom stanju. prodajem radi kupnje novog. uz telefon idu slusalice punjac i 5 zastitnih stakala ,42006764,09.01.2024.,1976
31,remi6,oglasivaca,iphone 12 pro max 256 gb,Grad Zagreb,rabljeno,550,iphone 12 pro max 256 gb 87% battery healt. nije nista mijenjano na njemu nema ogrebotine. zastitno staklo i maska su na njemu od prvog dana. poklanjam 3 4 maskice uz njega.,42475483,09.01.2024.,497
32,Kristijan777,oglasivaca,iphone 12 pro max,Bjelovarsko-bilogorska,rabljeno,530,stanje 10 10 razlog prodaje je kupovina novog uredjaja. iphone i sve sto je doslo uz njega je u besprijekornom stanju moguce pogledati uzivo. boja graphite memorija 256 gb,42475440,09.01.2024.,21
33,Tu_Za_Vas,oglasivaca,apple iphone 12 pro max 128gb gold zlatni novoo garancija 128 gb,Dubrovačko-neretvanska,rabljeno,825,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 pro max 128gb 128 gb gold zlatna boja zlatni .. mobitel je kratko koristen stanje mu je doslovno novo novoo bez i najmanjeg traga koristenja sa pisanom ovjerenom garancijom i svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,37353893,09.01.2024.,1159
34,Tu_Za_Vas,oglasivaca,apple iphone 12 pro max 256gb black crni novoo garancija 256 gb,Dubrovačko-neretvanska,rabljeno,880,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 pro max 256gb 256 gb black crna boja crni .. mobitel je kratko koristen stanje mu je doslovno novo novoo bez i najmanjeg traga koristenja sa pisanom ovjerenom garancijom i svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,34928604,09.01.2024.,1817
35,Talonko,oglasivaca,iphone 12 pro max 128gb,Primorsko-goranska,rabljeno,570,prodajem iphone 12 pro max 128 gb jako ocuvan baterija 87%.,42473693,08.01.2024.,24
36,Hrvoje200,oglasivaca,iphone 12 pro max,Grad Zagreb,rabljeno,390,u odlicnom i uscuvanom stanju nema ogrebotina sve radi osim face id boja pacific plava.,42054777,08.01.2024.,1187
37,vuk996,oglasivaca,iphone 12 pro max 256 gb,Virovitičko-podravska,rabljeno,550,iphone 12 pro max 256 gb pacific blue star 2 godine sve radi i sve ispravno stanje 10 10 baterija 88% kutija kabel racun 3 maskice nebi zamjenu osobno preuzimanje mob 099 694 24 69,42270677,08.01.2024.,166
38,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,iphone 12 pro max 128gb black crni kao novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,820, sve na jednom mjestu mixshop prodaje se apple iphone 12 pro max 128gb 128 gb mobitel kratko koristen perfektno stanje kao novo novo bez i najmanjeg traga koristenja black crna boja sva originalna oprema tvornicki otkljucan na sve mreze pisana ovjerena garancija trgovine vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35718704,08.01.2024.,1011
39,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,iphone 12 pro max 256gb gold zlatni kao novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,870, prodaja otkup zamjena zalagaonica sve na jednom mjestu mixshop prodaje se apple iphone 12 pro max 256gb 256 gb mobitel kratko koristen perfektno stanje kao novo novo bez i najmanjeg traga koristenja gold zlatna boja sva originalna oprema tvornicki otkljucan na sve mreze pisana ovjerena garancija trgovine vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona takodjer na stanju imamo i sve originalne mobitele od najstarijih do najnovijih cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine moze i razna vrsta zamjene uz nasu ili vasu nadoplatu kako se dogovorimo.,35718687,08.01.2024.,1165
40,eltrondd,oglasivaca,iphone 12 pro max 128gb gold racun garan ko novi bat.100% dostava,Grad Zagreb,rabljeno,540,iphone 12 pro max gold 128gb mobitel doslovce ko novi racun i garancija tvornicki odklj na sve mreze dolazi sa brzim punjcem moguca dostava 0996707567,42038155,08.01.2024.,2091
41,sstivi,oglasivaca,iphone 12 pro max 512gb blue,Istarska,rabljeno,650,kao novi bez ogrebotina i ostecenja kutija.,42463904,07.01.2024.,22
42,Lucia2301,oglasivaca,iphone 12 pro max 256gb,Grad Zagreb,rabljeno,580,prodajem rabljeni iphone 12 max pro 256gb koristen i kupljen prije 2godine. od prvog dana ima zastitno staklo i svojih nekoliko maskica koje idu kao poklon s njim. original pakiranje s kutijom. za bilo kakve informacije pisite slobodno.,40057172,07.01.2024.,3188
43,zorank99,oglasivaca,iphone 12 pro max ocuvan bez ikakvih ostecenja,Bjelovarsko-bilogorska,rabljeno,480,phone 12 pro max ocuvan bez ikakvih ostecenja baterija drzi odlicno.dvije maske na poklon zamjena moguca.cijena fiksna,42461830,07.01.2024.,24
44,Dendery,oglasivaca,pocastite sebe atraktivnim mobitelom iphone pro max 128 gb,Splitsko-dalmatinska,rabljeno,500,prodajem iphone 12 promax sa 5 raznih maskica za navedeni mobitel star 2 5 god savrseno ocuvan nikad padao ,42229768,07.01.2024.,226
45,bvmk,oglasivaca,iphone 12 pro max 512gb pacific blue ,Grad Zagreb,rabljeno,550,telefon u odlicnom stanju od prvog dana koristen sa zastitnom maskom i staklom 10 10,41227282,06.01.2024.,2817
46,Ellakovac,oglasivaca,iphone 12 pro max 265gb zdravlje 90%,Grad Zagreb,rabljeno,580,mobitel koristen manje od godinu dana. u odlicnom stanju.,42458442,06.01.2024.,116
47,Mina83,oglasivaca,iphone 12 pro max 256gb pacific blue,Istarska,rabljeno,550,na prodaju je iphone 12 pro max sa 256gb memorije. jako ocuvan te dolazi sa orginalnom ambakazom i jednom maskicom.,41604072,06.01.2024.,281
48,strk12,oglasivaca,iphone 12 pro max 256gb sierra blue,Sisačko-moslavačka,rabljeno,550,prodajem iphone 12 pro max 256gb sierra blue. star 2.5 god. stanje 9 10. uz njega dolazi punjac adapter i 5 maskica. zdravlje baterije je na 84%. molim bez zamjena cijena nije fiksna. za vise informacija javite se u inbox ,42457911,06.01.2024.,46
49,njuskalomursa,oglasivaca,apple iphone 12 pro max 256 gb top osijek,Osječko-baranjska,rabljeno,550,prodajem iphone 12 pro max 256 gb pacific blue dolazi sa svom pripadajucom opremom.vrhunsko stanje bez ostecenja. 87% zdravlje baterije cijena 550 fiksno bez zamjena,42389112,06.01.2024.,93
50,dt9,oglasivaca,apple iphone 12 pro max 128gb pacific blue kao nov sva oprema zamjena,Krapinsko-zagorska,rabljeno,480,iphone 12 pro max star oko 2 godine ali stalno u maskici i pod zastitnim staklom tako da je telefon u odlicnom stanju. zdravlje baterije 85% dolazi u orginal kutiji sa papirima. cijena fiksna. moze zamjena za mobitel prednost samsung s21 s23 s22 note 20 40 huawei mate 40 iphone 14 13 12 11 ipad laptop macbook playstation 4 ili 5. doplate po dogovoru. ponude za zamjenu prvenstveno na mail a moze i sms ili viber whatsapp.. takodjer molim kada saljete ponudu za zamjenu da u tekstu navedete bitne podatke o vasem uredjaju kao sto su tocan model starost stanje papiri racun garancija ovjerena oprema sto sve ide uz uredjaj gdje se nalazite gdje bi se nasli te obavezno iznos koji nudite trazite u predlozenoj kombinaciji. zahvaljujem se unaprijed. saljem i postom po cijeloj hr 7e placanje po primitku . network technology gsm cdma hspa evdo lte 5g launch announced 2020 october 13 status available. released 2020 november 13 body dimensions 160.8 x 78.1 x 7.4 mm 6.33 x 3.07 x 0.29 in weight 228 g 8.04 oz build glass front corning made glass glass back corning made glass stainless steel frame sim nano sim and esim or dual sim nano sim dual stand by for china ip68 dust water resistant up to 6m for 30 min apple pay visa mastercard amex certified display type super retina xdr oled hdr10 dolby vision 800 nits hbm 1200 nits peak size 6.7 inches 109.8 cm2 87.4% screen to body ratio resolution 1284 x 2778 pixels 19.5 9 ratio 458 ppi density protection ceramic shield glass platform os ios 14.1 upgradable to ios 16.4.1 chipset apple a14 bionic 5 nm cpu hexa core 2x3.1 ghz firestorm 4x1.8 ghz icestorm gpu apple gpu 4 core graphics memory card slot no internal 128gb 6gb ram 256gb 6gb ram 512gb 6gb ram nvme main camera triple 12 mp f 1.6 26mm wide 1.7 m dual pixel pdaf sensor shift ois 12 mp f 2.2 65mm telephoto 1 3.4 1.0 m pdaf ois 2.5x optical zoom 12 mp f 2.4 13mm 120 ultrawide 1 3.6 tof 3d lidar scanner depth features dual led dual tone flash hdr photo panorama video 4k 24 30 60fps 1080p 30 60 120 240fps 10 bit hdr dolby vision hdr up to 60fps stereo sound rec. selfie camera single 12 mp f 2.2 23mm wide 1 3.6 sl 3d depth biometrics sensor features hdr video 4k 24 30 60fps 1080p 30 60 120fps gyro eis sound loudspeaker yes with stereo speakers 3.5mm jack no comms wlan wi fi 802.11 a b g n ac 6 dual band hotspot bluetooth 5.0 a2dp le positioning gps glonass galileo qzss nfc yes radio no usb lightning usb 2.0 features sensors face id accelerometer gyro proximity compass barometer ultra wideband uwb support battery type li ion 3687 mah non removable 14.13 wh charging wired pd2.0 50% in 30 min advertised 15w wireless magsafe 7.5w wireless qi misc colors silver graphite gold pacific blue models a2411 a2342 a2410 a2412 iphone13 4 sar eu 0.99 w kg head 0.99 w kg body price 689.72 tests performance antutu 638584 v8 geekbench 4240 v5.1 gfxbench 55fps es 3.1 onscreen display contrast ratio infinite nominal camera photo video loudspeaker 23.8 lufs very good battery life endurance rating 95h,40356826,06.01.2024.,213
51,mark1224,oglasivaca,iphone 12 pro max 128gb,Grad Zagreb,rabljeno,450,iphone 12 pro max 128gb graphite stanje odlicno ekran bez crtica zdravlje baterije 87% face id i sve ostalo radi kutija maskica 450 0915037140,42389271,05.01.2024.,197
52,DotMedia,oglasivaca,apple iphone 12 pro max 128gb,Grad Zagreb,rabljeno,450,mobitel u jako dobrom stanju 9 5 10. uvijek koristen sa zastitnim staklima i maskicom. baterija 87% i dalje drzi 4 5 5h upaljenog zaslona. kutija kabel i maskica na poklon.,42335723,05.01.2024.,899
53,reparis,trgovine,iphone 12 pro max 128gb,Vukovarsko-srijemska,rabljeno,460,uredjaj iphone 12 pro max 128gb boja srebrna stanje rabljeno zdravlje baterije 85% garancija 3 mjeseca navedena cijena vrijedi iskljucivo za jednokratno placanje. mogucnost placanja do 36 rata karticama erste banke pbz banke diners mb plus mogucnost zamjene za skuplje i jeftinije. moguca dostava ili preuzimanje osobno u poslovnici u vinkovcima. facebook.com reparisvinkovci https www.instagram.com reparis vinkovci napomena mogucnost izdavanje r1 uredjaji iz predmetne kategorije oporezuju se po posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . prema zakonu takvi uredjaji se tretiraju kao rabljena roba iako se radi o novim zapakiranim i nekoristenim uredjajima koji dolaze s originalnom dodatnom opremom i tvornickim jamstvom proizvodjaca.,42063836,05.01.2024.,185
54,Golfinjo2,oglasivaca,iphone 12 pro max 256gb white stanje 10 10 max sacuvan,Bjelovarsko-bilogorska,rabljeno,450,prodajem max sacuvan iphone 12 pro max 256gb white. stanje 10 10 nikad pao. prodajem jer sam kupio novi. kutija kabal i maskica gratis. moguca dostava bj zg cijena 450 e,42445395,04.01.2024.,71
55,kova2906,oglasivaca,i phone max pro 12,Šibensko-kninska,rabljeno,400,koristen 2 godine u dobrome stanju 0992386934,42253615,04.01.2024.,108
56,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 12 pro max 256gb gold zlatni kao nov icloud zakljucan ,Splitsko-dalmatinska,rabljeno,360, sve na jednom mjestu mixshop prodaje se apple iphone 12 pro max 256gb mobitel koristen uredjaj perfektno stanje kao novo ako na slikama ima sitnih tockica to je samo prasina icloud zakljucan znaci trebate ga otkljucati ili za dijelova gold zlatna boja 256 gb interna memorija slike su originalne na uvid o detaljnom stanju uredjaja ne radimo servis i otkljucavanja i uredjaje prodajemo u stanju u kakvom smo ih dobili vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,40121385,04.01.2024.,2101
