,advertiser,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
10,mobprodajazg,iphone 13 256 gb baterija 100%,Grad Zagreb,rabljeno,600,doslovno novo 256 gb bat 100% sve radi sve se moze isprobati dostava zg osobno moguca 600e,41614375,23.11.2023.,340
11,mobtechnix,apple iphone 13 256gb starlight kao novi garancija,Istarska,rabljeno,549,prodajem navedeni uredjaj u odlicnom stanju zdravlje baterije 99%. otkljucan na sve mreze. tvornicko jamstvo do 5mj 2024.,42068373,23.11.2023.,52
12,Alpha servis,apple iphone 13 128gb rabljeno rate zamjena 2000,Osječko-baranjska,rabljeno,550,uredjaj apple iphone 13 128gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 86% mreze slobodan uredjaj cijena za gotovinu 550 00 cijena za kartice 610 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,40221245,23.11.2023.,664
13,Alpha servis,apple iphone 13 256gb rabljeno rate zamjena 2053,Osječko-baranjska,rabljeno,600,uredjaj apple iphone 13 256gb starlight stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 87% mreze slobodan uredjaj cijena za gotovinu 600 00 cijena za kartice 660 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme.,40113025,23.11.2023.,1019
14,Alpha servis,apple iphone 13 256gb rabljeno rate zamjena 2054,Osječko-baranjska,rabljeno,600,uredjaj apple iphone 13 256gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 88% mreze slobodan uredjaj cijena za gotovinu 600 00 cijena za kartice 660 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,39830538,23.11.2023.,1090
15,Alpha servis,apple iphone 13 128gb rabljeno rate zamjena 1903,Osječko-baranjska,rabljeno,550,uredjaj apple iphone 13 128gb stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 88% mreze slobodan uredjaj cijena za gotovinu 550 00 cijena za kartice 610 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme,39607033,23.11.2023.,775
16,iconnectservis,apple iphone 13 256gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,580,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 13 256gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja midnight zdravlje baterije 87% mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 58 00 cijena za kartice na rate 660 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com,40552126,23.11.2023.,685
17,iconnectservis,apple iphone 13 128gb rabljeno do 36 rata zamjena,Osječko-baranjska,rabljeno,549,iconnect servis bosutska ulica 6 31000 osijek kontakt broj 091 444 7778 radno vrijeme pon pet 09 00 17 00h sub. 09 00 13 00h uredjaj iphone 13 128gb jamstvo na uredjaj jamstvo 3 mjeseci stanje uredjaja rabljeno boja blue zdravlje baterije 88% mreze otkljucan na sve mreze cijena za gotovinu kartica jednokratno 549 00 cijena za kartice na rate 600 00 mogucnosti placanja gotovina jednokratno karticama obrocna otplata zamjena staro za novo. mogucnost obrocne otplate karticama pbz do 12 rata american express do 24 rata diners do 36 rata otp do 12 rata erste do 12 rata slatinska banka do 12 rata agram banka do 12 rata nova hrvatska banka do 12 rata kent banka do 12 rata sve ostale informacije na 091 444 7778 facebook.com profile.php id 100091515870763 instagram.com iconnectservis www.iconnect servis.com,40324853,23.11.2023.,2208
18,iMOBILE,prodajem apple iphone 13 128gb sve mreze garancija,Vukovarsko-srijemska,rabljeno,550,imobile shop j.j.strossmayera 21 32000 vukovar kontakt broj 098 681 478 098 911 6590 prodajem apple iphone 13 128gb kupljen kao slobodan uredjaj ocuvan zdravlje baterije 90% radi na sve mreze crna boja uz mobitel ide kutija usb kabal sim iglica garancija 3mj. racun ne saljem tiskom cijena 550 00 4.143 98kn opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste do 12 rata navedena cijena je iskljucivo za gotovinsko placanje facebook.com imobile.vu instagram.com imobile.shop sve info na 098 681 478 098 911 6590,41932407,23.11.2023.,268
19,Ana_mm,iphone 13 128gb midnight stanje top baterija 91%,Splitsko-dalmatinska,rabljeno,560,iphone 13 128gb midnight stanje top baterija 91% radi na sve mreze baterija 91% 2maske 560 0917896654,42055066,23.11.2023.,44
20,iban9,iphone13 128,Splitsko-dalmatinska,rabljeno,650,prodajem navedeni mob star 10 mj kupljen u tcoma uz mob ide kutija racun punjac..zdravlje baterije 96 % ima 2 friza koja se ne primjete kad se stavi maskica ne saljem zamjena iskljucivo za jeftiniji samsung cijena 650,42090295,23.11.2023.,18
21,Adi404,iphone 13 256 gb crni 87% baterija,Dubrovačko-neretvanska,rabljeno,589,prodajem iphone 13 s 256 gb memorije u odlicnom stanju uvijek je bio koristen s maskom i ima zastitno staklo na ekranu. ima samo 2 3 sitne tockice na rubovima metalnog okvira. radi besprijekorno. razlog prodaje je kupovina novog iphone a. molim samo ozbiljne kupce da se jave. cijena je fixna. preferiram primopredaju u dubrovniku no mozemo se dogovorit za postu.,41407181,23.11.2023.,498
22,Sonjakutic,iphone 13,Grad Zagreb,rabljeno,500,prodajem iphone 13. baterija je na 98% garancija jos godinu i pol.,41989770,22.11.2023.,527
23,HrvojeZeta,iphone 13 128gb,Osječko-baranjska,rabljeno,575,prodajem iphone 13 128 gb zdravlje baterije 95% na mobitel je aplicirano zastitno esr staklo doslovno minutu nakon vadjenja iz kutije i skidanja zastitne folije te je cijelo vrijeme koristen u original spigen masci. nema tockice na mobitelu. nikad popravavljan ili mijenjana baterija i sl. uz mobitel ide original kutija i kabl kao i maskica.,41481266,22.11.2023.,285
24,Cifica,iphone 13,Splitsko-dalmatinska,rabljeno,600,kupljen 09.02 2023 u istyle. stanje10 10 kaljeno staklo na ekranu od prvog dana i u zastitnoj futroli. kutija kabel za punjenje 3 futrole. baterija na 96% zdravlje.,42087555,22.11.2023.,25
25,T2201,iphone 13 128gb star 4 miseca,Zadarska,rabljeno,500,star 4 miseca ko novi. baterija 100%. sva oprema.,42086863,22.11.2023.,43
26,paradzikjure,iphone 13,Dubrovačko-neretvanska,rabljeno,500,kontaktiranje iskljucivo preko njuskalo chata prodajem dobro ocuvan iphone 13 kupljen prije godinu dana mobitel nema nikakvih ostecenja zdravlje baterije 91% sto se vidi na slici 128 gb uz mobitel dolazi originalna kutija punjac kablo za punjenje i maskica moguca dostava,42086353,22.11.2023.,48
27,medeni20,iphone 13 128gb gratis punjac i maskica,Splitsko-dalmatinska,rabljeno,549,iphone 13 128gb gratis punjac i maskica 550 mob ima na jednoj strani malo ogrebotinu inace je ocuvan lijepa plava boja zdravlje baterije 87% uz mob kutija gratis punjac preuzimanje moguce split solin kastela sinj i okolica info 0912754444 ne odgovaram na njuskalo poruke,41649200,22.11.2023.,350
28,perica19,iphone 13,Varaždinska,rabljeno,500,prodajem iphone 13 128gb star god dana ocuvan stanje 9 10 baterija na 88% originalna kutija i punjac,42085735,22.11.2023.,46
29,JosipaBucan,iphone 13 128gb,Splitsko-dalmatinska,rabljeno,500,prodajem iphone 13 mobitel je odlican kao i prvog dana uz mobitel ide i kabel za punjenje. za vise informacija javite se porukom.,42085605,22.11.2023.,26
30,ZALAGAONICA OTKUP.HR / Zalog-Prodaja-Otkup,iphone 13 128gb r1 rate,Grad Zagreb,rabljeno,550,prodajemo iphone 13 128gb uredjaj je u vrlo dobrom stanju sa manjim tragovima koristenja. uredjaj ne posjeduje racun ni garanciju uredjaj dolazi u originalnoj kutiji s kabelom i zastitnom maskicom zdravlje baterije 83% boja midnight predmet mozete pogledati u nasoj trgovini u ilici 235 mogucnost placanja na rate mastercard visa rba do 12 rata te pbz maestro visa mastercard i visa premium karticama do 24 rate. navedene cijene su za gotovinsko placanje. mogucnost izdavanja r 1 racuna. dostava po cijeloj hrvatskoj u 72 sata. placanje prilikom preuzimanja. pouzecem . idealan poklon posjetite nasu njuskalo trgovinu ili posjetite www.otkup.hr zalagaonica otkup.hr ilica 78 ilica 235 takodjer posjetite nas instagram profil zalagaonica.otkup.hr i facebook otkup hr.zalog.otkup.prodaja sifra artikla c24820,42083510,22.11.2023.,60
31,svucak,iphone 13 128 gb,Splitsko-dalmatinska,rabljeno,680,dobro ocuvan mobitel baterija u dobrom stanju. mobitel ima fusion zastitu na ekranu i pozadinskom staklu sto je bolje od klasicnih zastita jer je otpornija na udarce i stiti od ostecenja apsorbiranjem udaraca.,42077720,22.11.2023.,33
32,marinmorinho,iphone 13 128 gb plavi ocuvan,Primorsko-goranska,rabljeno,450,iphone 13 128 gb plavi ocuvan s orginal kutijom racun kabel poklanjam apple punjac i novu prozirnu maskicu zapakiranu. kupljen april 23 2022. baterija 93%. nema zamjena ni spustanja cijene,41720967,22.11.2023.,624
33,rango12,iphone 13 128gb stanje novo kratko koristen gratis punjac,Splitsko-dalmatinska,rabljeno,630,stanje novo. kratko koristen kupljen 22.08.2023 god u t coma. garancija 12mj. radi na sve mreze. crna boja. poklanjam punjac,41394314,22.11.2023.,543
34,brunoz9,apple iphone 13 128gb,Splitsko-dalmatinska,rabljeno,500,prodajem iphone 13 128gb plavi uz mobitel ide kutija kabel i gratis par maskica garancija istekla bez zamjena preuzimanje split i okolica 097 66 77 611,42067410,22.11.2023.,43
35,Rijeka-R9,iphone 13 starlight 128gb kao nov,Primorsko-goranska,rabljeno,500,cuvan mazen i pazen u top stanju zdravlje baterije 88% tako da nije puno ni koristen star oko god i pol. kutija oprema. cijena je fiksna.,41877893,22.11.2023.,199
36,Lolita_zg,iphone 13 pink,Grad Zagreb,rabljeno,700,prodajem iphone 13 pink koristen godinu i pol potpuno ispravan i neostecen. razlog prodaje je kupnja novog mobitela.,42069794,21.11.2023.,81
37,ACR,apple iphone 13 256gb midnight,Grad Zagreb,rabljeno,520,12 mj. 2021. ispravan i neostecen. baterija 89% bez zamjena preuzimanje na podrucju zagreba.,41878995,21.11.2023.,287
38,Novska Zalagaonica,jamstvo iphone 11 128gb kao novi trgovina r1 rate,Sisačko-moslavačka,rabljeno,319,www.novskazalagaonica.com jamstvo 3 mj od kupnje zdravlje baterije 100% koristeni artikl stanje 10 10 sto dolazi u paketu originalna kutija mogucnost kupnje zastitnog stakla zastitne maske 9 99 kabel 1 0m za punjenje racun jamstveni list mogucnost zamjene za staro za novo vrijedi za sve nase oglase opcije placanja pouzecem po predracunu internet bankarstvom ili uplatnicom kartice jednokratno i obrocno do 12 rate visa pbz mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne novska zalagaonica potocna ulica 22 novska email novskazalagaonica gmail.com tel 385 95 5757101 molimo ostavite poruku ako nas ne mozete dobiti telefon,42068289,21.11.2023.,31
39,mark1224,iphone 13 10 10 kao nov,Grad Zagreb,rabljeno,530,iphone 13 128gb starlight stanje 10 10 kao nov kaljeno staklo na ekranu zdravlje baterije 88% face id i sve ostalo radi kutija iglica i maskica zamjene ne,41929247,21.11.2023.,682
40,Ares999,iphone 13 128 gb,Osječko-baranjska,rabljeno,570,iphone 13 128 gb mobitel bez ijednog ostecenja gratis maskica punjac i novo zastitno staklo od prvog dana stavljeno zastitino staklo isto tako i maskica zdravlje baterije 93% garancija do 2 2024 racun,42067420,21.11.2023.,24
41,MatijaKov_a11,iphone 13 maskice,Grad Zagreb,rabljeno,10,par puta koristene prve 2 ostale 3 nisu koristene,41493230,21.11.2023.,41
42,soti,iphone 13,Bjelovarsko-bilogorska,rabljeno,570,prodajem iphone 13 128 gb crni u 1 mj ce biti 2 godine starosti od prvog dana u maskici i kaljenom staklu maksimalno ovucan radi bez greske uz mobitel ide punjac i slusalice 3 maskice i kaljeno staklo gratis prodajem radi kupnje novog,42064853,21.11.2023.,20
43,Zalagaonica Zadar,iphone 13 128gb,Zadarska,rabljeno,540,iphone 13 128gb zdravlje baterije 92% u garanciji do 7.11.2023. pink stanje 9 10 karticno placanje 600 00 4.520 70 kn gradska zalagaonica zadar www.zalagaonice.com,41765878,21.11.2023.,263
44,Minnizmajo,iphone 13 128gb baterija na 93%,Splitsko-dalmatinska,rabljeno,630,mobitel je ocuvan radi na sve mreze dolazi uz racun kabel za punjenje i maskicu. baterija je na 93% vise info na 0953513552,41583043,21.11.2023.,242
45,smart_8888,apple iphone 13 128gb starlight i blue kao novi oprema sve mreze,Primorsko-goranska,rabljeno,520,apple iphone 13 138 gb starlight i blue kao novi zdravlja baterije 90% na oba. cijena za jedan uredjaj. moze se pruzeti u rijeci.,42052007,21.11.2023.,57
46,smart_8888,apple iphone 13 128gb midnight novo racun garancija sve mreze,Primorsko-goranska,rabljeno,599,apple iphone 13 128 gb midnight novo samo otvoreno pakiranje racun i garancija. moze se pruzeti u rijeci ili po dogovoru.,42051943,21.11.2023.,33
47,smart_8888,apple iphone 13 128gb pink top stanje oprema sve mreze,Primorsko-goranska,rabljeno,550,apple iphone 13 128gb pink u odlicnom stanju s originalnom opremom ydravlje baterije 90% radi na sve mreze. moze se preuzeti u rijeci ili saljem dpd om.,41612345,21.11.2023.,386
48,Zalagaonica Kvatrić,iphone 13 128 gb,Grad Zagreb,rabljeno,570,rabljeno ekran ima crtica stanje 8 10 garancija do 24.05.2024. zdravlje baterije 88% 128 gb opseg isporuke mobitel kutija 2 maskice lokacija trg eugena kvaternika 2 zagreb os ios 15 dimenzije 146.7 x 71.5 x 7.7 mm tezina 174 g zaslon 6.1 xdr oled super retina 1170 x 2532 memorija ram rom ram 4 gb rom 128 gb memorijska kartica ne povezivost 2g 3g 4g 5g wifi usb 2.0 bluetooth 5.0 esim kamera glavna prednja glavna 12 mp 12 mp prednja 12 mp sl 3d procesor a15 bionic 2x3.22 4xx.x ghz baterija 3240 mah esim da,42063345,21.11.2023.,90
49,valesipek,iphone 13 128 gb,Grad Zagreb,rabljeno,600,prodajem bijeli iphone 13 128 gb stanje baterije 88%. kutija kabel za punjnje. bez tragova koristenja stanje 10 10,41690974,21.11.2023.,252
50,luuksa2,iphone 13 21 maskica,Virovitičko-podravska,rabljeno,580,prodajem iphone 13 u odlicnom stanju. mobitel od prvog dana na sebi ima kaljeno staklo i maskicu. uz mobitel idu 21 maskica za mobitel novo kaljeno staklo dvije zastitne folije dva prozirna okvira oko kamere. mobitel na sebi nema niti jednu ogrebotinu. osobna primopredaja ili saljem o vas trosak. mobitel ima 128gb. za dodatne informacije ili slike javite se.,41701719,20.11.2023.,140
51,xoxoko,iphone 128 gb midnight blue,Grad Zagreb,rabljeno,510,iphone 13 star godinu i pol dana. stanje baterije je 92%. uz mobitel dolaze dvije maske. mobitel je bez ostecenja. sve radi kao prvog dana. preuzimanje moguce u zagrebu ili karlovcu ili po dogovoru.,42057233,20.11.2023.,44
52,mokry,prodajem apple iphone 13 128gb green,Grad Zagreb,rabljeno,600,prodajem mobitel iphone 13 128gb tamnozelene boje. mobitel je pod garancijom kupljen na ekupi.hr 04.11.2022. tako da jos ima godinu dana garancije. uz uredjaj dajem i racun. stanje uredjaja je 10 10 mobitel od prvoga dana u zastitnoj maski i sa zastitnim staklom bez ikakvih ostecenja ili tragova koristenja. zdravlje baterije je na 97% kao sto je vidljivo na slici. ios je azuriran na posljednju verziju 17.0.3 dolazi u originalnoj kutiji sa svom pripadajucom opremom. uz mobitel poklanjam appleovu tamnozelenu silikonsku masku sa slike i nekoliko rezervnih zastitnih stakla. cijena je fiksna a zamjene me ne zanimaju. prodajem ga jer sam kupio noviji model.,41592426,20.11.2023.,748
53,Novska Zalagaonica,jamstvo iphone 13 256gb kao novi zalagaonica r1 bez pp,Sisačko-moslavačka,rabljeno,500,www.novskazalagaonica.com jamstvo 3 mj od kupnje zdravlje baterije 86% koristeni artikl stanje 10 10 sto dolazi u paketu originalna kutija mogucnost kupnje zastitnog stakla zastitne maske 9 99 kabel 1 0m za punjenje racun jamstveni list mogucnost zamjene za staro za novo vrijedi za sve nase oglase opcije placanja pouzecem po predracunu internet bankarstvom ili uplatnicom kartice jednokratno i obrocno do 12 rate visa pbz mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne novska zalagaonica potocna ulica 22 novska email novskazalagaonica gmail.com tel 385 95 5757101 molimo ostavite poruku ako nas ne mozete dobiti telefon,41806442,20.11.2023.,257
54,Marin2301,iphone 13,Brodsko-posavska,rabljeno,500,prodajem iphone 13 u jakom dobrom stanju,42055133,20.11.2023.,64
55,zthd1,iphone 13 128gb bijeli,Grad Zagreb,rabljeno,560,prodajem bijeli iphone 13 128gb otkljucan na sve mreze u odlicnom stanju s kaljenim staklom na ekranu bez ijedne ogrebotine uz mobitel idu kutija i punjac te maskica,42054410,20.11.2023.,141
56,Oglasi,iphone 13 128 gb,Grad Zagreb,rabljeno,470,prodaju se 2 iphone 13 128 gb. stari su godinu i 10 mjeseci ocuvani i u odlicnom stanju kao na slikama. jedan je 470 . kontakt i sve informacije iskljucivo na 099 312 5362 whatsapp poziv poruka,42053900,20.11.2023.,306
57,MobiRi Store,iphone 13 starlight 128gb rabljeno trgovina racun r1,Primorsko-goranska,rabljeno,499,uredjaj iphone 13 starlight 128gb stanje 9 10 promo njuskalo cijena 499 karticna placanja 548 90 garancija 3 mj. brza dostava 24h osobno preuzimanje u poslovnici opcije placanja pouzecem gotovinski placate dostavnoj sluzbi kod preuzimanja narudzbe. po predracunu internet bankarstvom ili opcom uplatnicom kartice jednokratno i obrocno do 12 rate maestro visa mastercard 24 diners visa premium mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne vasa trgovina mobi ri store mail info mobiri.hr telefon 099 63 000 32 rijeka 51000 riva 6 robna kuca ri,41698805,20.11.2023.,325
58,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 13 256gb white bijeli top novo novoo garancija zamjena da,Splitsko-dalmatinska,rabljeno,755,sve na jednom mjestu mixshop prodaje se apple iphone 13 mobitel 4gb ram 256gb interna memorija 6.1 inca display 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze uvijek na stanju razne boje svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine,41386716,20.11.2023.,72
