,advertiser,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
18,Gucic06,iphone,Bjelovarsko-bilogorska,rabljeno,800,prodajem iphone 14pro 128gb zdravlje 92%mobitel kao nov ocuvan uz njega dajem kutiju racune garanciju maskicu za vise info inbox cijena nije fixx ,42088097,22.11.2023.,43
19,marko111115,iphone 14 pro 128gb deep purple,Splitsko-dalmatinska,rabljeno,950,iphone 14 pro deep purple baterija 100% stanje 10 10 kutija usb garancija apple godinu dana,41242569,22.11.2023.,727
20,frankooo1,iphone 12 256gb odlican,Osječko-baranjska,rabljeno,500,iphone 12 256gb top top stanje koristen samo u poslovne svrhe otkljucan na sve mreze 86% baterija ali izdrzi cijeli dan mag safe original apple maskica s bezicnim punjacem original punjac,42087492,22.11.2023.,34
21,ivan-perkovic,iphone 14 pro 128gb 2 god garancija produzena ,Splitsko-dalmatinska,rabljeno,939,mob je star 11 mjeseci te ima garanciju jos 25 mjeseci placeno produzeno jamstvo u hgspot uz mob dajem gratis punjac maskicu i na ekranu je nedavno stavljeno novo kaljeno staklo. zdravlje baterije je 92%. preuzimanje je moguce split solin kastela i okolica. sve inf inbox cijena 940 ne odgovaram na njuskalo poruke,42086142,22.11.2023.,18
22,stotisucakuna,iphone 14 pro spacegray 128gb tamnoplava magsafe silikonska maska,Splitsko-dalmatinska,rabljeno,790,prodajem rabljeni iphone 14 pro spacegray 128gb tamnoplava magsafe silikonska maskica i sva pripadajuca oprema kao i kutija. baterija kapaciteta 88% vrhunski ocuvan kao nov doslovno kao iz kutije.,41745763,22.11.2023.,449
23,mark1224,iphone 14 pro 128gb,Grad Zagreb,rabljeno,800,iphone 14 pro 128gb deep purple stanje odlicno zdravlje baterije 89% face id i sve ostalo radi kutija i maskica zamjene ne,42072500,22.11.2023.,46
24,jarun12,iphone 14 pro 256 gb space black bat 98%,Zagrebačka,rabljeno,925,prodajem iphone 14 pro 256 gb space black kupljen u sijecnju 2023. baterija 98%. kutija racun. cijena 925 .,41725849,22.11.2023.,610
25,Poz_,iphone 14 pro silver,Požeško-slavonska,rabljeno,999,prodajem iphone 14 pro silver 128 gb gotovo ne koristen tako da je zdravlje baterije naravno 100% mobitel izvadjen iz kutije te stavljena zastitna mat folija placena 20 eur nikakav trag koristenja. najbolje bi se vidjelo sve gore navedeno uzivo. 3 maskice od toga 2 potpuno nove a treca spigen ultra hybrid zero one placena 50 slika maskice . moguca zamjena za iphone 15 pro.,41266037,22.11.2023.,503
26,Domagoj2020,iphone 14 pro 256 gb,Grad Zagreb,rabljeno,1000,kupljen 21.6. u odlicnom stanju baterija 100% 0914975472,42069456,21.11.2023.,85
27,seve4dan,iphone 14 pro 1tb 950 prilika,Brodsko-posavska,rabljeno,950,star mj dana telekom racun cjena je fixna samo broj i ozbiljni kupci 385 99 2168 796,42068249,21.11.2023.,92
28,publicgymm,iphone 14 pro 128gb space black zamjena,Varaždinska,rabljeno,859,prodajem iphone 14 pro space black 128gb. mobitel je od prvog dana u kaljenom staklu i zastitnoj maskici bez znakova koristenja. zamjena moguca za sve iphone samsung uredjaje bez znakova koristenja sa svom opremom. zdravlje baterije 95% racun i garancija 12 23 cijena uredjaja je fiksna kontakt broj 0953848010,42065526,21.11.2023.,35
29,Warehouse233,iphone 14 pro 256gb space black zamjena,Varaždinska,rabljeno,939,prodajem iphone 14 pro 256gb space black. mobitel je bez najmanjeg traga koristenja kao nov. zamjena moguca iskljucivo za samsung iphone uredaje koji su bez znakova koristenja sa svom opremom i pripadajucom dokumentacijom. zdravlje baterije 100% garancija i racun 7 2024 cijena uredjaja je fiksna kontakt broj 0953848010 moguce slanje overseasom ili gls om pouzecem,42065453,21.11.2023.,41
30,Mobi Arena,apple pametni telefon iphone 14 pro 6gb 128gb space black koristen,Slovenija,rabljeno,889,apple pametni telefon iphone 14 pro 6gb 128gb space black koristen garancija vrijedi do 14.4.2024 battery health 93% ocuvanje telefona 8 5 10 iphone 14 pro. snimite nevjerojatne detalje glavnom kamerom od 48 mp. dozivite iphone na potpuno novi nacin uz dynamic island i always on display. nova sigurnosna znacajka crash detection poziva u pomoc kada ne mozete. kljucne znacajke 6 1 incni super retina xdr2 zaslon s always on i promotion dynamic island caroban novi nacin interakcije s iphoneom glavna kamera s 48 mp za do 4x vecu razlucivost cinema mod sada u 4k dolby vision do 30 slicica u sekundi akcijski nacin rada za glatke stabilne video zapise iz ruke osnovna sigurnosna tehnologija otkrivanje sudara pozivi za pomoc kada ne mozete cjelodnevno trajanje baterije i do 23 sata reprodukcije videa a16 bionic ultimativni cip za pametni telefon. podrska za ultrabrzu 5g mrezu vodece znacajke izdrzljivosti s keramickim stitom i otpornoscu na vodu ios 16 nudi jos vise nacina za prilagodbu komunikaciju i dijeljenje sustav kamera bez presedana najnoviji iphone 14 pro odusevit ce vas poboljsanom trostrukom kamerom na straznjoj strani i prednjom kamerom iznimno visoke rezolucije kojom cete svaki trenutak svog zivota moci uhvatiti u savrsenoj kvaliteti. bilo da je svijetlo mracno stojite ili se krecete uvijek cete dobiti savrsen snimak. napredni smart hdr 4 deep fusion tehnologija i dolby vision kvalitetno snimanje filmova zadovoljit ce i najzahtjevnije korisnike. potpuno nova znacajka je filmski nacin rada koji vam omogucuje da snimite nevjerojatne snimke kao iz svojih omiljenih akcijskih filmova zahvaljujuci pametnoj umjetnoj inteligenciji. vrhunska izvedba apsolutni vrh medju mobilnim procesorima. ne mozete pogrijesiti s brzim i iznimno snaznim procesorom a16 bionic jer je to najsnazniji procesor na trzistu. 6 jezgrena arhitektura 5 jezgrena grafika niska potrosnja energije i poboljsano strojno ucenje cine ovaj procesor najboljim izborom. prekrasan oled super retina xdr zaslon pripremite se za nevidjeni spektakl. novi oled super retina xdr zaslon donosi dosad dosad nevidjenu gustocu piksela od 460 ppi na iphone uredjajima zahvaljujuci cemu dobivate osjetno ostriju i detaljniju sliku. osim toga zahvaljujuci oled tehnologiji mozete se veseliti realisticnom prikazu boja cijelog spektra boja kao i savrsenoj crnoj i svjetlijoj bijeloj boji. zaslon ima maksimalnu vanjsku svjetlinu do 2000 nita za sve detalje hdr sadrzaja reprodukcije. pouzdan ultrabrzi 5g internet s podrskom za 5g iphone 14 pro ce vas impresionirati svojom nevjerojatnom brzinom interneta koja ce vam omoguciti preuzimanje prijenos streamanje i gledanje sadrzaja u najvisoj kvaliteti bez dosadnog kasnjenja. omogucuje gotovo trenutacni pristup vasem omiljenom sadrzaju na primjer mozete preuzeti cijeli film u nekoliko sekundi. zahvaljujuci pametnom smjestaju prijemnika signala u kucistu iphonea 5g ce biti pouzdaniji od konkurentskih telefona. ,42058310,21.11.2023.,16
31,Saledm1980,iphone 14 pro gold 128gb,Osječko-baranjska,rabljeno,820,prodajem iphone 14 pro gold 128gb mob je star 8mj kao nov stanje 10 10 od prvog dana kaljeno i maska bez zamjena i cijena je fiksna,42057450,20.11.2023.,57
32,MobiRi Store,iphone 14 pro gold 128gb rabljeni uredjaj trgovina racun r1 ,Primorsko-goranska,rabljeno,899, uredjaj iphone 14 pro gold 128gb stanje 9 10 promo njuskalo cijena 899 karticna placanja 999 90 garancija 10 mj. brza dostava 24h osobno preuzimanje u poslovnici opcije placanja pouzecem gotovinski placate dostavnoj sluzbi kod preuzimanja narudzbe. po predracunu internet bankarstvom ili opcom uplatnicom kartice jednokratno i obrocno do 12 rate maestro visa mastercard 24 diners visa premium mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne vasa trgovina mobi ri store mail info mobiri.hr telefon 099 63 000 32 rijeka 51000 riva 6 robna kuca ri ,41680119,20.11.2023.,150
33,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro 128gb purple top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1060, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 128gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386451,20.11.2023.,69
34,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro 256gb black top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1185, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 256gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386448,20.11.2023.,79
35,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 14 pro 512gb zlatni top novo novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1320, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro mobitel 6gb ram 512gb interna memorija 6.1 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386443,20.11.2023.,67
36,Karlo_696,iphone 14 pro purple,Grad Zagreb,rabljeno,900,128 gb bez tragova koristenja. garancija do 7. mjeseca 2024. nosen uvijek u maskici i sa zastitnom folijom. uz mobitel ide org brzi apple adapter i usb kabel. moguce preuzimanje zgorje zagreb.,42020513,20.11.2023.,192
37,oblak1233,iphone 14 pro,Varaždinska,rabljeno,800,prodaje se iphone 14 pro star godinu i mjesec dana stanje 9 10 ima sitne tockice od maskice cijena nije fiksna,42048145,19.11.2023.,112
38,its_Sushi88,iphone 14 pro 256gb top,Zagrebačka,rabljeno,890,prodajem svoj iphone 14 pro u top stanju. 3 maskice idu uz mobitel.,41474525,19.11.2023.,533
39,anonimus8zd,iphone 14 pro 128gb,Zadarska,rabljeno,920,iphone 14 pro space black 128gb. stanje 10 10 novo baterija zdravlje 100%,41167234,19.11.2023.,529
40,ASTREAS,iphone 14 pro 256gb space black baterija 91% ,Grad Zagreb,rabljeno,900,prodajem iphone 14 pro 256 gb star 12 mjeseci zdravlje baterije na 91%. mobitel je u super stanju bez ostecenja i tragova koristenja. uz mobitel dolazi kutija brzi apple punjac adapter i kabel maska te zastitno staklo. molim bez zamjena. cijena je fixna te za spustanje molim ne zovite primopredaja u zagrebu ili saljem postom zamjene iskljucene. oglas nije prodan sve dok je aktivan.,41647137,19.11.2023.,1127
41,SvenNovoselic,iphone 14 pro 256gb deep purple,Osječko-baranjska,rabljeno,1000,prodajem navedeni mobitel stanje 10 10 bez tockice na sebi uz njega kutija kabl dvije maskice od casetifya svaka placena 80 . zamjena moguca iskljucivo za iphone 13 minimalno 128gb ili 13 pro max uz vasu nadoplatu.,42030314,18.11.2023.,83
42,apskorpion,iphone 14 pro 128gb crni garancija..,Brodsko-posavska,rabljeno,920,mobitel u savrsenom stanju bez i jedne crtice doslovno nov..10 10 na ekranu zastitno staklo od prvog dana. garancija do 10.8.2024 god. uz mobitel racun i maskica kutija na dolasku.. dostupan odmah..,42030001,18.11.2023.,50
43,mobi_shop24,iphone 14 pro crni 94% kao nov stanje 10 10 racun garancija zadar,Zadarska,rabljeno,870,na prpdaju ocuvan mazen i pazen iphone 14 pro crni 128gb baterija 94% sa mobitelom dolazi komplet racun garancija kutija poklon kaljeno staklo i maskica. mobitel je kao nov doslovno stanje 10 10 nema tockice na sebi od prvog dana maskica i kaljeno staklo. cijena je 870 eura nije fixno u zadru mogucnost i osobne dostave do 50km ili vise ovisno o dogovoru.,42029039,18.11.2023.,62
44,Jaha84,iphone 14 pro 256gb zlatna boja top stanje sve mreze jos 1 god gar ,Splitsko-dalmatinska,rabljeno,930,kupljen u istayla. 2 god ukupne garancije. zlatna boja. zdravlje baterije 88%. posjedujem racun. kupljen 12.10.2022 god. uz njega gratis maskica. stanje mobitela 10 10.,41938194,18.11.2023.,117
45,Jaha84,iphone 14 pro 256gb baterija 91% super stanje crna boja ,Splitsko-dalmatinska,rabljeno,900,super stanje super ocuvan. 256gb memorija. garancija jos nekih 10ak dana. zdravlje baterije 91%. kaljeno staklo. racun i garancija maskica org gratis.,41938171,18.11.2023.,122
46,Hunet,iphone 14 pro 128 gb space black,Grad Zagreb,rabljeno,820,prodajem iphone 14 pro 128gb crne boje star 12 mjeseci 10 2022 zdravlje baterije na 88%. mobitel je u super stanju bez ostecenja i tragova koristenja. uz mobitel dolazi kutija brzi 20w apple punjac adapter i kabel crna maskica te novo zastitno staklo. molim bez zamjena. bez apple brzog adaptera moze za 800 cijena je fixna te za spustanje molim ne zovite primopredaja u zagrebu ili saljem postom zamjene iskljucene. oglas nije prodan sve dok je aktivan.,41661203,17.11.2023.,1885
