,advertiser,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
34,Snowman1,iphone 11 64 gb black,Grad Zagreb,rabljeno,220,koristen ima 2 male ogrebotine na prednjem staklu original apple crna maskica mobitel dolazi u original kutiji sa original kabelom. baterija 84% ne javljam se na mobitel poslati poruku.,41680137,21.11.2023.,1220
35,Korisnik095,iphone 11 64gb black,Grad Zagreb,rabljeno,250,prodajem iphone 11 star 3 godine uz mobitel dolaze kutija punjac racun i maskica vidljivi znakovi koristenja zdravlje baterije 81% sve ispravno sve radi face id radi cijena nije fiksna,42057403,20.11.2023.,129
36,Domagoj_Rajkovic,iphone 11 64gb,Grad Zagreb,rabljeno,260, baterija 88% dolazi s kutijom dolazi s punjacem plus maskice broj mobitela 095 514 5094 bez poziva ,42054760,20.11.2023.,137
37,TiborEna,iphone 11 green 128 gb,Grad Zagreb,rabljeno,200,prodajem iphone 11 green 128 gb star 2 god. telefon je bio u maski te je ocuvan od krhanja i ostecivanja. na ekranu su vidljivi tragovi koristenja crtice. pogledaj na fotkama se sve vidi. zdravlje baterije 83 %.,42043771,20.11.2023.,342
38,ariaarnaut7,iphone 11,Grad Zagreb,rabljeno,350,prodajem ocuvani iphone 11 crni,41920146,20.11.2023.,642
39,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 black crni kao nov garancija zamjena da baterija 96%,Splitsko-dalmatinska,rabljeno,470, sve na jednom mjestu mixshop prodaje se apple iphone 11 mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo zdravlje baterije 96% tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35411152,20.11.2023.,1063
40,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 64gb green zeleni kao nov garancija zamjena da 64gb,Splitsko-dalmatinska,rabljeno,435, sve na jednom mjestu mixshop prodaje se apple iphone 11 64gb 64 gb mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35410517,20.11.2023.,1178
41,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 128gb yellow zuti kao nov garancija zamjena da 128 gb,Splitsko-dalmatinska,rabljeno,499, sve na jednom mjestu mixshop prodaje se apple iphone 11 128gb 128 gb mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35410476,20.11.2023.,1253
42,tehno shop vinkovci,iphone 11 280 00,Vukovarsko-srijemska,rabljeno,280,boja crna garancija cijena za gotovinu placanje karticama dostava pouzecem,32001499,20.11.2023.,289
43,Rokokst,iphone 11. 128 gb,Šibensko-kninska,rabljeno,300,prodajem iphone 11 128 gb. na mobitelu je promijenjen i stavljen novi ekran nema ogrebotina uvjek u maskici. prodajem jer sam kupio novi. uz mobitel punjac original apple i slusalice nikad koristene 2 maskice kutija.,42052821,20.11.2023.,54
44,Lion100,apple iphone 11 128gb bijeli ocuvan,Vukovarsko-srijemska,rabljeno,350,apple iphone 11 128gb bijeli kao novo ocuvan maksimalno u potpunsoti ispravan od prvoga dana kaljeno staklo i u maskici stanje 10 10 sve original nikada popravljan ili servisiran uz uredjaj ide punjac slusalice i maskica original racun kupnje.,42052654,20.11.2023.,39
45,vukocica55,iphone 11 64gb,Grad Zagreb,rabljeno,230,iphone 11 64 gb u dobrom stanju star 2 godine face id radi uz njega se dobije punjac,39799242,19.11.2023.,4617
46,matijasviben,apple iphone 11 64gb crni black,Grad Zagreb,rabljeno,240,prodajem mobitel iz naslova koristen ali u odlicnom stanju. jedino ima par sitnih ogrebotina na prednjem staklu ostalo kao novo. uz njega ide original punjac power adapter slusalice sve malo koristeno dvije maskice. silikonska je koristena a aluminijska frame je nekoristena. kupljen u hr t com poslovni mobitel baterija na 72%. iskljucivo primorepdaja u zagrebu ili okolici.,42049433,19.11.2023.,156
47,traga,iphone 11 crvene boje 64gb radi na sve mreze ispravan 100%,Grad Zagreb,rabljeno,180, mobitel je u tvornickom stanju sve originalno radi na sve mreze 091 092 095 097 098 099. zdravlje originalne baterije je trenutno na 77% stanje uredjaja je 9 10 zbog ogrebotina po displeju i poljuskane boje na dijelu rubova aparata sve je vidljivo na slikama u prilogu oglasa. osobna primopredaja u zg moguca i moja dostava u gradu zg. 0976524411,41591659,19.11.2023.,1380
48,anahodak4,iphone 11 64gb,Osječko-baranjska,rabljeno,350,prodajem iphone 11 64gb. cijena je 360 ali za ozbiljne kupce se cijena moze korigirati. mobitel je star 10mj te je u odlicnom stanju. zdravlje baterije je 95%. uz mobitel poklanjam 10 maskica. uz njega takodjer ide i original punjac za iphone te racun od mobitela. za sve informacije ili vise slika se javite u inbox.,42047561,19.11.2023.,32
49,Medvede,iphone 11 64gb,Grad Zagreb,rabljeno,260,prodajem iphone 11 bez ogrebotine sa original apple maskicom.,42047197,19.11.2023.,318
50,filipusis5,iphone 11 64gb,Požeško-slavonska,rabljeno,330,prodajem iphone 11 64gb ispravan ocuvan,42046765,19.11.2023.,34
51,bluebird1,iphone 11 64gb crni original oprema dostava rh,Grad Zagreb,rabljeno,250,aparat dolazi sa kutijom i opremom uredno stanje ima par manje primjetnih crtica ispod kaljenog stakla slike crna boja 6.1 inca veliki ekran zdravlje baterije 87% moze dostava rh,42046344,19.11.2023.,160
52,ivmilas,iphone 11 64gb crni 99% bater. sve mreze dostava zamj. za skuplje,Grad Zagreb,rabljeno,270,aparat dolazi sa kutijom i komplet opremom baterija odlicna 99% rabljen par mjeseci boja black kaljeno staklo sve mreze moze zamjena za skuplji mobitel dostava rh tijelo dimenzije 150 9 x 75 7 x 8 3 mm 5 94 x 2 98 x 0 33 in tezina 194 g 6 84 oz izgraditi staklena prednja strana corning proizvedeno staklo staklena straznja strana corning ovo proizvedeno staklo aluminijski okvir serija 7000 sim nano sim i esim ili dual sim nano sim dual stand by za kinu ip68 otporan na prasinu vodu do 2 m za 30 min apple pay visa mastercard amex certificirani prikaz tip liquid retina ips lcd 625 nita tipicno velicina 6 1 inca 90 3 cm 2 79 0% omjer zaslona i tijela rezolucija 828 x 1792 piksela omjer 19 5 9 326 ppi gustoca zastita staklo otporno na ogrebotine platforma os ios 13 nadogradiv na ios 17.1.1 cipset apple a13 bionic 7 nm cpu hexa core 2x2 65 ghz lightning 4x1 8 ghz thunder gpu apple gpu 4 jezgrena grafika memorija utor za karticu ne interni 64 gb 4 gb ram a 128 gb 4 gb ram a 256 gb 4 gb ram a nvme glavna kamera dual 12 mp f 1.8 26 mm sirokokutni 1 2.55 1.4 m dual pixel pdaf ois 12 mp f 2.4 120 13 mm ultrasiroki 1 3.6 znacajke dual led dvotonska bljeskalica hdr foto panorama video 4k 24 30 60fps 1080p 30 60 120 240fps hdr snimanje stereo zvuka. selfie kamera singl 12 mp f 2.2 23 mm siroko 1 3.6 sl 3d senzor dubine biometrijski znacajke hdr video 4k 24 30 60fps 1080p 30 60 120fps ziro eis oglas zvuk zvucnik da sa stereo zvucnicima 3 5 mm uticnica ne komunikacije wlan wi fi 802.11 a b g n ac 6 dvopojasni pristupna tocka bluetooth 5.0 a2dp le pozicioniranje gps glonass galileo qzss nfc da radio ne usb lightning usb 2.0 znacajke senzori face id akcelerometar ziroskop blizina kompas barometar ultra wideband uwb podrska baterija tip li ion 3110 mah ne moze se ukloniti 11 91 wh punjenje zicano pd2.0 50% za 30 min reklamirano bezicno qi razno boje crna zelena zuta ljubicasta crvena bijela modeli a2221 a2111 a2223 iphone12 1 sar 1 09 w kg glava 1 18 w kg tijelo sar eu 0 95 w kg glava 0 99 w kg tijelo cijena 308 99 244 00 259 00 testovi izvodjenje antutu 419453 v7 geekbench 13882 v4.4 gfxbench 60 fps es 3.1 na zaslonu prikaz omjer kontrasta 1505 1 nominalno fotoaparat fotografija video zvucnik glas 70db buka 72db zvono 76db kvaliteta zvuka sum 94.2db preslusavanje 80.8db baterija stara ocjena izdrzljivosti 94h iphone 11 64gb 128gb 256gb iphone 11 pro 128gb 256gb iphone 11 pro max 128gb 256gb,42046225,19.11.2023.,188
53,bluebird1,iphone 11 128gb red product baterija 100% sva oprema dostava zamjena,Grad Zagreb,rabljeno,320,mobitel sa kutijom i klasicnom opremom jaci 128gb model ocuvan malo koristen kaljeno staklo tvornicki radi na sve mreze baterija 100% gratis novi protektor boja red product moguca zamjena dostava rh,39433018,19.11.2023.,574
54,FABIO-RAB,iphone 11 64gb,Primorsko-goranska,rabljeno,150,iphone 11 64gb uredjaj je otkljucan i dolazi s kutijom i racunom osteceno zadnje staklo. moguca zamjena za iphone 12 13 ili apple tv uz moju nadoplatu,41590420,19.11.2023.,1063
55,Viverica87,apple iphone 11,Grad Zagreb,rabljeno,250,iphone 11 64gb red fizicki ocuvan baterija na 77%. gornji zvucnik tih ali dolazi uz zamjenski servis 20 dolazi uz original kutiju. molim samo poruke sms whatsapp.,42042555,18.11.2023.,222
56,Matija-19,iphone 11 128gb,Grad Zagreb,rabljeno,430,prodajem iphone 11 128 gb u bijeloj boji. uredjaj nema ostecenja na sebi. cijelo vrijeme je bio u zastitnoj maskici i imao zastitno staklo. maskica sa slike se dobiva na poklon. zdravlje baterije je 84%. uredjaj nije imao nikakvih popravaka i odlicno je ocuvan. uredjaj se moze preuzeti osobno u zagrebu ili karlovcu. za upite i dogovore javiti se na broj 095 854 0929,42042161,18.11.2023.,179
57,josiip93,iphone 11,Splitsko-dalmatinska,rabljeno,350,u extra ocuvanom stanju 64 gb kutija punjac maska.,42041476,18.11.2023.,28
58,4m751,ifone 11,Grad Zagreb,rabljeno,200,prodajem rabljeni ifone 11 potpuno ispravan i ocuvan,42030893,18.11.2023.,201
59,KrulElvis,iphone 11 64 gb,Istarska,rabljeno,250,prodajem iphone 11 64 gb midnight black kao nov 10 10. zdravlje baterije 75% bez ijedne ogrebotine. uvijek cuvan u maskici i zastitno staklo. uz njega u kompletu idu dvije maskice i jedna preklopna maskica.,42030186,18.11.2023.,43
60,postmen69,maskice za iphone 11,Primorsko-goranska,rabljeno,15,prodajem ocuvane maskice za iphone 11. 10 maskica 15 .,41683057,18.11.2023.,82
