,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
64,MobiRi Store,trgovine,iphone 14 pro max space black 128gb rabljeni uredjaj trgovina racun r1 ,Primorsko-goranska,rabljeno,999, uredjaj iphone 14 pro max silver 128gb stanje 9 10 promo njuskalo cijena 999 karticna placanja 1098 90 garancija 24 mj. brza dostava 24h osobno preuzimanje u poslovnici opcije placanja pouzecem gotovinski placate dostavnoj sluzbi kod preuzimanja narudzbe. po predracunu internet bankarstvom ili opcom uplatnicom kartice jednokratno i obrocno do 12 rate maestro visa mastercard 24 diners visa premium mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne vasa trgovina mobi ri store mail info mobiri.hr telefon 099 63 000 32 rijeka 51000 riva 6 robna kuca ri ,41680141,20.11.2023.,114
65,MobiRi Store,trgovine,iphone 14 pro max silver 128gb rabljeni uredjaj trgovina racun r1 ,Primorsko-goranska,rabljeno,999, uredjaj iphone 14 pro max silver 128gb stanje 9 10 promo njuskalo cijena 999 karticna placanja 1098 90 garancija 24 mj. brza dostava 24h osobno preuzimanje u poslovnici opcije placanja pouzecem gotovinski placate dostavnoj sluzbi kod preuzimanja narudzbe. po predracunu internet bankarstvom ili opcom uplatnicom kartice jednokratno i obrocno do 12 rate maestro visa mastercard 24 diners visa premium mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne vasa trgovina mobi ri store mail info mobiri.hr telefon 099 63 000 32 rijeka 51000 riva 6 robna kuca ri ,41678890,20.11.2023.,128
66,MobiRi Store,trgovine,iphone 14 pro max silver 128gb rabljeni uredjaj trgovina racun r1 ,Primorsko-goranska,rabljeno,999, uredjaj iphone 14 pro max silver 128gb stanje 9 10 promo njuskalo cijena 999 karticna placanja 1098 90 garancija 12 mj. brza dostava 24h osobno preuzimanje u poslovnici opcije placanja pouzecem gotovinski placate dostavnoj sluzbi kod preuzimanja narudzbe. po predracunu internet bankarstvom ili opcom uplatnicom kartice jednokratno i obrocno do 12 rate maestro visa mastercard 24 diners visa premium mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne vasa trgovina mobi ri store mail info mobiri.hr telefon 099 63 000 32 rijeka 51000 riva 6 robna kuca ri ,41678867,20.11.2023.,102
67,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 128gb black top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1130, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 128gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386399,20.11.2023.,89
68,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 256gb bijeli top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1240, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 256gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386387,20.11.2023.,93
69,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 512gb purple top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1330, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 512gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386361,20.11.2023.,100
70,Netcoom,oglasivaca,iphone 14 pro max pruple 128gb,Bosna i Hercegovina,rabljeno,350,iphone u dobrom stanju bez tragova koristenje ispravam bez zamajne cijna 380 baterija 100% face ide isprvan kutija punjac maska odkljucan na sve mreze icloud free,42051558,20.11.2023.,134
71,donnie,oglasivaca,iphone 14 pro max bijeli stanje 10 10 kao nov bat.99%cijena 940 ,Grad Zagreb,rabljeno,940,iphone 14 pro max 128gb bijeli stanje 10 10 kao nov sva oprema sve besprijekorno radi baterija na 99% od prvog dana zastitno staklo i maskica niti najmanja crtica na njemu garancija do 24.01.2024. cijena 940 . mob 091 7662702,41415278,19.11.2023.,452
72,Ormar55,oglasivaca,iphone 14 pro max,Grad Zagreb,rabljeno,930,prodajem iphone 14 pro max stanje 10 10 kutija racun 128gb garancija do 04 2024 baterija 97%.,41529068,18.11.2023.,698
73,Kparlov,oglasivaca,iphone 14 pro max,Splitsko-dalmatinska,rabljeno,900,prodajem iphone 14 pro max 128gb bez ijedne crtice. uz mobitel ide jos 5 maski i 3 kabela. samo osobno preuzimanje dalmacija i zagreb ili tko zeli na daljinu prvo uplata pa onda saljem mob. moze i zamjena za macbook 13 m2 cip uz moju nadoplatu stvar dogovora ovosno o starosti i stanju molim one prevare sto nude da su poslali express da se ne trude .,42015939,17.11.2023.,213
74,ivanjurcevic222,oglasivaca,iphone,Grad Zagreb,rabljeno,1250,prodajem iphone pro max 256gb gold potpuno ocuvan sto se moze vidjeti na slikama kupljen 22.2.23 sto znaci da je star 6 mjeseci,41419485,16.11.2023.,193
75,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 128gb silver top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1130, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 128gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386397,16.11.2023.,111
76,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 256gb ljubicasti top novo garancija zamjena da,Splitsko-dalmatinska,rabljeno,1240, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 256gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386385,16.11.2023.,70
77,Zalagaonica Karlovac,trgovine,iphone 14 pro max 128gb,Karlovačka,rabljeno,900,stanje 9 10 jamstvo do 28.03.2025 baterija 100% boja silver nas cjelokupni asortiman proizvoda pogledajte na www.zalagaonice.com cijena za karticno placanje 999 99 zalagaonica karlovac trznica mobitel 092 500 9000 gdje se nalazimo stari trzni centar setnica adresa trg hrvatskih branitelja 2 radno vrijeme radnim danom 8 20h subota 8 14h usluge koje pruzamo mogucnost placanja karticama erste banka pbz zagrebacka banka diners visa mastercard mogucnost izdavanja r1 racuna. mogucnost slanja gls om placanje pouzecem ili uplatom na racun rok isporuke 72h . do vrijednosti od 100 postarina 5 besplatna dostava iznad 100 zamjene po dogovoru. ne odgovaramo na sms.,42005937,16.11.2023.,203
78,22-22,oglasivaca,apple iphone 14 pro max 128gb black 10 10 sve mreze garancija,Grad Zagreb,rabljeno,850,od prvog dana u maskici kaljeno staklo. kao nov 10 10 kupljen krajem 1.mj 2023 kutija i sva oprema nekoristena racun i jamstvo. primopredaja zg zapad. ne saljem postom. uz mob poklanjam nekoliko anker usb lightning kablova bez zamjena. cijena je fiksna. dok je oglas aktivan uredaj je dostupan.,42003704,15.11.2023.,579
79,pero970,oglasivaca,iphone 14 pro max 256gb,Grad Zagreb,rabljeno,890,iphone 14 pro max 256gb star 1 godinu stanje 10 10 ocuvan sve radi normalno i od prvog dana zasticen s maskicom i kaljanim staklom uz mobitel dolazi punjac i maskica. zdravlje baterije 95% za sve upite stojim na raspolaganju.,42003670,15.11.2023.,569
80,jerk24,oglasivaca,iphone 14 pro max deep purple 256gb,Splitsko-dalmatinska,rabljeno,950,iphone 14 pro max deep purple 256gb. mobitel kupljen 09.04.2023 i garancija vrijedi do istog datuma slj. godine. uz uredjaj poklanjam dvije originalne maske kozna i prozirna kapacitet baterije na 100% bez ikakvih ostecenja. radi iskljucivo na esim.,41999404,15.11.2023.,101
81,Domba9493,oglasivaca,iphone 14 pro max 256gb,Grad Zagreb,rabljeno,900,prodajem ocuvan iphone 14 pro max koji dolazi s prozirnom maskicom ne otvorenim kablom zastitnim staklom dodatno zastitno staklo. za vise informacija poslati poruku.,41989706,14.11.2023.,708
82,tina_0610,oglasivaca,iphone 14 pro max 256gb,Sisačko-moslavačka,rabljeno,1200,prodajem iphone 14 pro max 256gb u odlicnom stanju.. uz njega sva pripadajuca oprema. samo prodaja.,41987854,14.11.2023.,37
83,mpostrasija,oglasivaca,iphone 14 pro max,Grad Zagreb,rabljeno,800,iphone 14 pro max 198 gb zlatni e sim,41982915,13.11.2023.,991
84,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 256gb kao novo garancija sve boje zamjena da ,Splitsko-dalmatinska,rabljeno,1240, sve na jednom mjestu mixshop prodaju se apple iphone 14 pro max 256gb mobiteli 256 gb interna memorija 6.7 inca display 48mp kamera 4323mah baterija kratko koristeni i gotovo nekoristeni mobiteli perfektno stanje kao novo novoo sva originalna oprema kutija i sve ostalo uvijek na stanju razne boje pisana ovjerena garancija trgovine tvornicki otkljucani na sve mreze vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,40396440,13.11.2023.,289
85,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 1tb kao novo garancija sve boje zamjena da ,Splitsko-dalmatinska,rabljeno,1375, sve na jednom mjestu mixshop prodaju se apple iphone 14 pro max 1tb 1000gb mobiteli 1000 gb interna memorija 6.7 inca display 48mp kamera 4323mah baterija kratko koristeni i gotovo nekoristeni mobiteli perfektno stanje kao novo novoo sva originalna oprema kutija i sve ostalo uvijek na stanju razne boje pisana ovjerena garancija trgovine tvornicki otkljucani na sve mreze vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,40478285,13.11.2023.,236
86,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 256gb zlatni top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1240, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 256gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386389,13.11.2023.,89
87,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 512gb black top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1330, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 512gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386363,13.11.2023.,77
88,Mentalist54,oglasivaca,iphone 14 pro max 128gb space black,Grad Zagreb,rabljeno,950,prodajem iphone 14 pro max 128 gb space black. mobitel je otpakiran i stavljen u pogon 20.09.2023. dakle koristen svega 15 dana. prodajem jer sam dobio iphone 15 pro max na poklon te mi ovaj nije vise potreban. na mobitel je frisko stavljeno kaljeno zastitno staklo te od prvog dana koristi zastitnu maskicu koja u ovoj prici dolazi kao poklon. zdravlje baterije je 100%,41592119,10.11.2023.,850
89,JP2013,oglasivaca,iphone 14 pro max 256gb gold kao novi ,Krapinsko-zagorska,rabljeno,1049,prodajem iphone 14 pro max 256gb u zlatnoj boji. kupljen ove godine u veljaci te od tada minimalno koristen. uvijek u zastitnoj maskici bez bilo kakvih ostecenja ili ogrebotina. kupljen u apple store u na cvjetnom placen 1763 eura. racun kutija kabel za punjenje sve prilozeno. zdravlje baterije na 100%,41595813,09.11.2023.,159
90,Prodaja2222,oglasivaca,iphone 14 pro max 256gb crni,Grad Zagreb,rabljeno,1100,prodajem savrseno ocuvani iphone 14 pro max 256gb crne boje nikad nije pao sva stakla citava bez ogrebotine sve funkcionira besprijekorno. uvijek u maskici koju poklanjam da imate nesto za prvu ruku. battery health 90% star jednu godinu i mjesec dana tako da je istekla garancija. kupljen u a1. za sve informacije me mozete kontaktirati,41930090,09.11.2023.,767
91,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 128gb gold top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1130, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 128gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386401,09.11.2023.,59
92,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 512gb silver top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1330, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 512gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386362,09.11.2023.,77
93,odin2311,oglasivaca,iphone 14 pro max,Zagrebačka,rabljeno,900,prodajem navedeni mobitel 5 mjeseci koristen u odlicnom stanju zamjene me ne zanimaju.,41918591,08.11.2023.,911
94,matisa1010,oglasivaca,iphone 14 pro max 128 gb gold,Brodsko-posavska,rabljeno,970,kao nov star 11 mj baterija 90% 0955303825,41600723,07.11.2023.,362
95,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",trgovine,apple iphone 14 pro max 256gb deep purple rabljen kap. bat. 100%,Istarska,rabljeno,950,apple iphone 14 pro max 256gb deep purple rabljen kap. bat. 100% uredjaj pod jamstvo do 7.5.2024 ,41912346,07.11.2023.,114
96,drag682,oglasivaca,iphone 14 pro max 128gb bijeli snizeno ,Grad Zagreb,rabljeno,960,telefon je u savrsenom stanju bez ogrebotina bez ostecenja jos uvek pod garancijom kupljen u a1. bez zamjena uz njega idu kutija racun punjac i dve apple maske ova na slici koja je nova i ista takva roza koja je nosena ali skoro kao nova. baterija 96%,41391033,04.11.2023.,718
97,luckyyyyyy6,oglasivaca,iphone 14 pro max 512 gb 1100 stanje 10 10,Istarska,rabljeno,1100,prodajem iphone 14 pro max 512 gb. od prvog dana u maskici i s kaljenim staklom. stanje 10 10. baterija 100%. jamstvo do 06 2024. uz uredjaj dolazi kompletno pakiranje kutija kabel .. . psotoji mogucnost korekcije cijene. ne saljem postom iskljucivo primopredaja. zvati na 0916123900.,41807491,02.11.2023.,84
98,Hrvoje_K,oglasivaca,iphone 14 pro max 1tb space black odlicno stanje,Grad Zagreb,rabljeno,1200,prodajem top verziju mobitela iphone 14 pro max kapaciteta 1tb boja space black u odlicnom stanju. telefon je kupljen u ovlastenom apple store ducanu u zagrebu u rujnu 2022 za 2500 eur. sa telefonom dolazi originalna kutija sa originalnim kablom nekoristen te skenirani racun. telefon je kupljen otkljucan tj. radi na svim mrezama a na njemu je zadnji ios verzije 17. stanje baterije je 93%. cijena je fiksna a zamjene iskljucene. lokacija zagreb trg francuske republike .,41796165,01.11.2023.,103
99,Mercedesfan,oglasivaca,iphone 14 pro max 256gb,Grad Zagreb,rabljeno,1000,iphone 14 pro max 256gb 99% baterija garancija do 3.2024. nije ostecen original magsafe prozirna maskica gratis 75 placena ,41789018,31.10.2023.,577
100,Aplikacija_Vinkovci,trgovine,apple iphone 14 pro max 128gb 97%,Vukovarsko-srijemska,rabljeno,900,jamstvo 3 mjeseca stanje uredjaja rabljeno boja na upit opcije placanja gotovina kartice moguce placanje na rate karticama pbz erste i zagrebace banke do 12 rata navedene cijene su iskljucivo za gotovinsko placanje moguce zamjene za skuplje i jeftinije izdavanje r1 racuna zastitna stakla 7 00 uv zastitna stakla 20 00 silikonske maske 6 00 preklopne torbice 10 00 obratite nam se za vise informacija 098 423 074 facebook.com aplikacijavk instagramcom aplikacija vinkovci dostava i nacin placanja placanje pri preuzimanju pouzecem uplata preko racuna osobno preuzimanje u poslovnici u vinkovcima aplikacija vinkovci,40966992,24.10.2023.,546
101,ZALAGAONICA OTKUP.HR / Zalog-Prodaja-Otkup,trgovine,iphone 14 pro max 256gb r1 rate ,Grad Zagreb,rabljeno,1150,prodajemo iphone 14 pro max 256gb uredjaj je u odlicnom stanju sa minimalnim tragovima koristenja. uredjaj je kupljen 18.04.2023. uredjaj posjeduje garanciju 12 mjeseci od aktivacije. aktiviran 18.04.2023. uredjaj dolazi samostalno bez kutije i punjaca. zdravlje baterije 100% boja space black predmet mozete pogledati u nasoj trgovini u ilici 235. mogucnost placanja na rate mastercard visa rba do 12 rata te pbz maestro visa mastercard i visa premium karticama do 24 rate. navedene cijene su za gotovinsko placanje. mogucnost izdavanja r 1 racuna. dostava po cijeloj hrvatskoj u 72 sata. placanje prilikom preuzimanja. pouzecem . idealan poklon posjetite nasu njuskalo trgovinu ili posjetite www.otkup.hr zalagaonica otkup.hr ilica 78 ilica 235 takodjer posjetite nas instagram profil zalagaonica.otkup.hr i facebook otkup hr.zalog.otkup.prodaja. sifra artikla c23570,41664294,16.10.2023.,543
102,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",trgovine,apple iphone 14 pro max 128gb space black rabljen kap. bat. 100% ,Istarska,rabljeno,1070,apple iphone 14 pro max 128gb space black rabljen kap. bat. 100% detaljni opis artikla dostupan na nasem webshop u https www.ab mobiteli.com mobiteli uredjaji apple iphone apple iphone 14 pro max 128gb space black rabljen kap. bat. 100 ,41389686,13.09.2023.,128
103,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",trgovine,lcd touch okvir za apple iphone 14 pro max,Istarska,rabljeno,450,lcd touch okvir za apple iphone 14 pro max original skidani mogucnost ugradnje u nasem servisu garancija,40221255,11.04.2023.,252
