,advertiser,store_private,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
33,Alpha servis,trgovine,apple iphone 14 pro max 128gb rabljeno rate zamjena 2241,Osječko-baranjska,rabljeno,1000,naziv uredjaja apple iphone 14 pro max 128gb black stanje uredjaja rabljeno jamstvo na uredjaj jamstvo tri mjeseca originalni datum kupnje pisana garancija uz svaki uredjaj zdravlje baterije 87% mreze slobodan uredjaj cijena za gotovinu 1.000 00 cijena za kartice 1.100 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,42300237,17.12.2023.,44
34,Alpha servis,trgovine,apple iphone 14 pro max 128gb rabljeno rate zamjena 2164,Osječko-baranjska,rabljeno,1000,naziv uredjaja apple iphone 14 pro max 128gb black stanje uredjaja rabljeno jamstvo na uredjaj 23.05.2024 originalni datum kupnje 23.05.2023 pisana garancija uz svaki uredjaj zdravlje baterije 99% mreze slobodan uredjaj cijena za gotovinu 1.000 00 cijena za kartice 1.100 00 svi rabljeni uredjaji su testirani ostecenja prikazana na slikama ukoliko postoje. garancija na polovne uredjaje moze biti tvornicka ukoliko uz uredjaj ide tvornicki racun ili 3 mjeseca garancija alpha servisa ukoliko uredjaj nema tvornicko jamstvo. mogucnost placanja na rate karticama erste pbz zagrebacka i american express do 12 rata te diners do 36 rata . u ponudi veliki izbor mobilnih telefona i dodatne opreme za mobilne telefone brzi servis mobilnih telefona brzo i efikasno rjesavamo sve probleme na mobilnim telefonima.,40196081,17.12.2023.,1127
35,edinko5,oglasivaca,iphone 14 pro max 256gb garancija ,Primorsko-goranska,rabljeno,1000,prodajem iphone 14 pro max 256gb mobitel je star 8 mjeseci kupljen u a1 i u savrsenom je stanju od prvog dana na ekranu je kaljeno staklo i maskica. uz mobitel ide kutija papiri garancija i 3 zastitne maskice. koga zanima neka nazove na 091 930 1704,42096866,17.12.2023.,146
36,goran_sk12,oglasivaca,iphone 14 pro max 128gb deep purple,Sisačko-moslavačka,rabljeno,1000,uredaj je nov kupljen 11.11.2023 samo otvoren cjena fixna,41322997,17.12.2023.,418
37,smarkus1,oglasivaca,iphone 14 pro max space black,Krapinsko-zagorska,rabljeno,880,iphone 14 pro max 128 gb. stanje vidljivo na slikama. bez ostecenja jer je od prvog dana u zastitnoj maskici i s kaljenim staklom. zdravlje baterije na 97%. ima sve sto u originalu dolazi uz mobitel kutiju usb kabel sve papire racun. garancija vrijedi do 06.02.2024 god. mob. 098 351 525,42057849,17.12.2023.,557
38,evergever,oglasivaca,iphone 14 pro max 128gb space black,Splitsko-dalmatinska,rabljeno,950,iphone 14 pro max 128gb crne boje koristen doslovno nov aktiviran 18.08.2023 racun iz t mobile.baterija je na 100%.samo prodaja bez zamijene.,41777150,17.12.2023.,318
39,rango12,oglasivaca,iphone 14 pro max 128gb top stanje zlatna boja bat 98% gar punjac,Splitsko-dalmatinska,rabljeno,999,na prodaju iphone 14 pro max 128gb. mobitel je top stanje max ocuvan stalno nosen u maskici a na ekranu ima kaljeno staklo. kupljen 07.03.2023 god u t coma. garancija do 03.2024 god. radi na sve mreze. posjedujem racun zlatna gold boja. poklon punjac i maskica sa slike ,42150315,16.12.2023.,100
40,ZALAGAONICA OTKUP.HR / Zalog-Prodaja-Otkup,trgovine,iphone 14 pro max 256gb bat.100% space black r1 rate ,Grad Zagreb,rabljeno,970,prodajemo iphone 14 pro max 256gb. uredjaj je u odlicnom stanju sa sitnom ogrebotinom na na bocnoj desnoj strani. uz uredjaj dolazi ovjereni garantni list 21.06.2023. uredjaj je aktiviran 17.08.2023. uredjaj posjeduje garanciju 12 mjeseci od datuma aktivacije zdravlje baterije 100% uz uredjaj dolazi kabel za punjenje boja space black predmet mozete pogledati u nasoj trgovini u ilici 78. mogucnost placanja na rate mastercard visa rba do 12 rata te pbz maestro visa mastercard i visa premium karticama do 24 rate. navedene cijene su za gotovinsko placanje. mogucnost izdavanja r 1 racuna. dostava po cijeloj hrvatskoj u 72 sata. placanje prilikom preuzimanja. pouzecem . idealan poklon posjetite nasu njuskalo trgovinu ili posjetite www.otkup.hr zalagaonica otkup.hr ilica 78 ilica 235 takodjer posjetite nas instagram profil zalagaonica.otkup.hr i facebook otkup hr.zalog.otkup.prodaja sifra artikla b25251,42287845,15.12.2023.,306
41,Legenda005,oglasivaca,iphone 14 pro max 256gb,Primorsko-goranska,rabljeno,1050,prodajem iphone 14 pro max 256gb u super stanju. osim samog mobitela i originalne kutije ide s tri maskice bez kojih ne koristim mobitel originalnim punjacem i kabelom.takodjer mobitel ima kaljeno staklo koje stiti ekran. sto se baterije tice pazim na nju punim mobitel do 80% cak bez maskice da ne dolazi do pregrijavanja baterije prilikom punjenja pa je zdravlje baterije super 96%. uglavnom na tih 80% napunjenosti traje dan i pol bez punjenja pa cete se rijetko zamarati s trazenjem uticnice. iskljucivo osobno preuzimanje u rijeci i okolici ili cak postoji mogucnost na relaciji rijeka zagreb. dostupan sam preko whatsappa vibera sms a i poziva ukoliko ne radim.,42286493,15.12.2023.,51
42,SOLLY,oglasivaca,iphone 14 pro max 128 gb deep purple baterija 98% ,Grad Zagreb,rabljeno,900,prodajem iphone 14 pro max 128gb ljubicaste boje star 12 mjeseci 10 2022 . koristen poslovno te ne svaki dan tako da je zdravlje baterije na odlicnih 98%. mobitel je u super stanju zastitno staklo od prvog dana. uz mobitel dolazi kutija punjac adapter i kabel te crna maskica. molim bez zamjena. cijena je fixna te za spustanje molim ne zovite primopredaja u zagrebu ili saljem postom zamjene iskljucene. oglas nije prodan sve dok je aktivan.,41701968,15.12.2023.,863
43,Tomi11137,oglasivaca,iphone 14 pro max garancija,Grad Zagreb,rabljeno,840,garancija 18.1.2024. baterija 91% 5 maskica gratis,42163556,15.12.2023.,477
44,mark1224,oglasivaca,iphone 14 pro max 100% zdravlje baterije,Grad Zagreb,rabljeno,920,iphone 14 pro max 128gb space black stanje odlicno zdravlje baterije 100% kratko koristen kao sluzbeni face id i sve ostalo radi garancija traje do 03 2024 uz mobitel dolazi kutija zamjene ne,42285422,15.12.2023.,258
45,matisa1010,oglasivaca,iphone 14 pro max 128 gb gold,Brodsko-posavska,rabljeno,950,kao nov star 11 mj baterija 90% 0955303825,41600723,15.12.2023.,423
46,maxy2,oglasivaca,iphone 14pro max gold top10 10 sva oprema gar 1god,Grad Zagreb,rabljeno,900,iphone 14pro max gold u top stanju sa svom opremom..gar 1god..racun..kaljeno staklo..maskica..,42284657,15.12.2023.,255
47,marija124sb,oglasivaca,iphone 14 pro max,Splitsko-dalmatinska,rabljeno,1000,iphone 14 pro max 256gb 87% zdravlje baterije,42282771,14.12.2023.,37
48,Zagabriano,oglasivaca,iphone 14pro max,Grad Zagreb,rabljeno,1050,iphone promax256 gold kupljen u apple trgovini u srpnju 2023.godine koristen 4 mjeseca nema nikakog ostecenja zastina maska zastita za kameru slikano zastitno staklo za ekran sve kupljeno u istyle prodajem jer kupujem novi iphone 15 za sve upite stojim na raspolaganju. cijena na upit,41722750,14.12.2023.,322
49,MarkoNovak15,oglasivaca,hitno iphone 14 pro max 256gb gold 92% baterija,Grad Zagreb,rabljeno,900, hitno prodajem iphone 14 pro max 256gb gold. mobitel je u vrhunskom stanju kao nov. baterija traje do dan i pol. posjedujem racun za mobitel i maskice. zdravlje baterije 92% uz mobitel dolaze tri spigeon maskice sa slike prozirna samo koristena druge dvije nove cijena uredaja nije fiksna kontakt broj 0989226143,42278537,14.12.2023.,364
50,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 128gb purple top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1130, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 128gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386395,14.12.2023.,79
51,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 256gb crni top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1240, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 256gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386388,14.12.2023.,120
52,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,trgovine,apple iphone 14 pro max 512gb gold top novoo garancija zamjena da ,Splitsko-dalmatinska,rabljeno,1330, sve na jednom mjestu mixshop prodaje se apple iphone 14 pro max mobitel 6gb ram 512gb interna memorija 6.7 inca display 48mp 4k kamera kratko koristen i gotovo ne koristen mobitel perfektno stanje kao novo novoo sva originalna oprema tvornicki otkljucan na sve mreze svi nasi uredjaji su eu europski modeli garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,41386365,14.12.2023.,98
53,TomoZg07,oglasivaca,iphone 14 pro max,Grad Zagreb,rabljeno,940,prodajem iphone 14 pro max 128 gb u odlicnom stanju odmah dostupan na podrucju zagreba. uz uredjaj dolazi originalni kabel za punjenje i kutija. uvijek dostupan na wa. cijena 940 ,42274300,13.12.2023.,188
54,lsij1,oglasivaca,iphone 14 pro max 512gb,Grad Zagreb,rabljeno,980,prodajem iphone 14 pro max kupljen u 9. mjesecu prosle godine u hrvatskom telekomu. mobitel je od prvog dana na sebi imao zastitno staklo i maskicu ni jednom nije bio koristen bez toga tako da je doslovce kao nov nema apsolutno nikakvo ostecenje na slikama sto se vidi to su samo mucice i prasina . radi apsolutno bez greske baterija na 90% prodajem zato sto sam kupio novi model. mob 098404260 zivim u jastrebarskom ali sam cesto u zg uz mob dolazi kutija punjac i original apple maskica stanje vidljivo na slikama nije nijednom ispao mob to je od vadenja stavljanja moba u dzep ,42273052,13.12.2023.,201
55,jbar,oglasivaca,iphone 14 pro max,Splitsko-dalmatinska,rabljeno,900,mobitel star 8 mjeseci vrhunski ocuvan. prodajem jer sam dobio iphone 15. cijena fixna 900 eura za upit posaljite poruku,42271801,13.12.2023.,121
56,MobiRi Store,trgovine,iphone 14 pro max space black 128gb rabljeni uredjaj trgovina racun r1 ,Primorsko-goranska,rabljeno,999, uredjaj iphone 14 pro max silver 128gb stanje 9 10 promo njuskalo cijena 999 karticna placanja 1098 90 garancija 24 mj. brza dostava 24h osobno preuzimanje u poslovnici opcije placanja pouzecem gotovinski placate dostavnoj sluzbi kod preuzimanja narudzbe. po predracunu internet bankarstvom ili opcom uplatnicom kartice jednokratno i obrocno do 12 rate maestro visa mastercard 24 diners visa premium mogucnost izdavanja r 1 racuna racun se izdaje prema posebnom postupku oporezivanja marze sukladno clanku 95. stavka 4. zakona o porezu na dodanu vrijednost nn br. 73 13 . pdv je sadrzan u cijeni a obracunava se na ostvarenu marzu. pravni subjekti iznos u trosak da odbitak poreza ne vasa trgovina mobi ri store mail info mobiri.hr telefon 099 63 000 32 rijeka 51000 riva 6 robna kuca ri ,41680141,13.12.2023.,155
